#	Giocatore	Pos	Squadra	Presenze	Titolare	Minuti	Goal	Goal Rig	Ass	Gialli	Rossi	Clean Sheet
443	F. Cham	Dif	VER	1	0	13	0	0	0	0	0	0
444	M. Faye	Dif	CRE	1	0	9	0	0	0	0	0	0
445	L. Skjellerup	Att	SAS	1	0	9	0	0	0	0	0	0
446	R. Bozhinov	Dif	PIS	1	0	1	0	0	0	0	0	0
447	L. De Silvestri	Dif	BOL	1	0	17	0	0	0	1	0	0
448	J. Harrison	Att	FIO	1	0	31	0	0	0	0	0	0
449	E. Hysaj	Dif	LAZ	1	0	10	0	0	0	0	0	0
450	Rafa Obrador	Dif	TOR	1	0	23	0	0	0	0	0	0
451	C. Biraghi	Dif	TOR	3	0	8	0	0	0	0	0	0
452	M'Bala Nzola	Att	PIS	2	1	108	0	0	0	0	0	0
453	P. Terracciano	Por	MIL	0	0	0	0	0	0	0	0	0
454	D. Vlahovic	Att	JUV	0	0	0	0	0	0	0	0	0
455	M. Sportiello	Por	ATA	0	0	0	0	0	0	0	0	0
456	F. Rossi	Por	ATA	0	0	0	0	0	0	0	0	0
457	P. Gollini	Por	ROM	0	0	0	0	0	0	0	0	0
458	A. Cerri	Att	COM	0	0	0	0	0	0	0	0	0
459	F. Romagna	Dif	SAS	0	0	0	0	0	0	0	0	0
460	G. Ciocci	Por	CAG	0	0	0	0	0	0	0	0	0
461	E. Goldaniga	Dif	COM	0	0	0	0	0	0	0	0	0
462	M. Silvestri	Por	CRE	0	0	0	0	0	0	0	0	0
463	C. Pinsoglio	Por	JUV	0	0	0	0	0	0	0	0	0
464	J. Cuadrado	Dif	PIS	0	0	0	0	0	0	0	0	0
465	M. Darmian	Dif	INT	0	0	0	0	0	0	0	0	0
466	A. Milik	Att	JUV	0	0	0	0	0	0	0	0	0
467	K. Bonifazi	Dif	BOL	0	0	0	0	0	0	0	0	0
468	A. Belotti	Att	CAG	0	0	0	0	0	0	0	0	0
469	M. Felici	Cen	CAG	0	0	0	0	0	0	0	0	0
470	M. Vigorito	Por	COM	0	0	0	0	0	0	0	0	0
471	Nicolas	Por	PIS	0	0	0	0	0	0	0	0	0
472	F. Guilbert	Dif	LEC	0	0	0	0	0	0	0	0	0
473	B. Gilmour	Cen	NAP	0	0	0	0	0	0	0	0	0
474	Vicente Guaita	Por	PAR	0	0	0	0	0	0	0	0	0
475	Angelino	Dif	ROM	0	0	0	0	0	0	0	0	0
476	K. De Bruyne	Cen	NAP	0	0	0	0	0	0	0	0	0
477	A. Masina	Dif	TOR	0	0	0	0	0	0	0	0	0
478	S. Turati	Por	SAS	0	0	0	0	0	0	0	0	0
479	T. Lamptey	Dif	FIO	0	0	0	0	0	0	0	0	0
480	R. Bellanova	Dif	ATA	0	0	0	0	0	0	0	0	0
481	N. Contini	Por	NAP	0	0	0	0	0	0	0	0	0
482	D. Boloca	Cen	SAS	0	0	0	0	0	0	0	0	0
483	J. Akpa Akpro	Cen	VER	0	0	0	0	0	0	0	0	0
484	F. Anguissa	Cen	NAP	0	0	0	0	0	0	0	0	0
485	Alvaro Morata	Att	COM	0	0	0	0	0	0	0	0	0
486	A. Furlanetto	Por	LAZ	0	0	0	0	0	0	0	0	0
487	A. Di Pardo	Dif	CAG	0	0	0	0	0	0	0	0	0
488	G. Zacchi	Por	SAS	0	0	0	0	0	0	0	0	0
489	F. Israel	Por	TOR	0	0	0	0	0	0	0	0	0
490	M. Aramu	Cen	GEN	0	0	0	0	0	0	0	0	0
491	L. Lezzerini	Por	FIO	0	0	0	0	0	0	0	0	0
492	Nuno Tavares	Dif	LAZ	0	0	0	0	0	0	0	0	0
493	D. Dumfries	Dif	INT	0	0	0	0	0	0	0	0	0
494	G. Satalino	Por	SAS	0	0	0	0	0	0	0	0	0
495	D. Okereke	Att	CRE	0	0	0	0	0	0	0	0	0
496	J. Sarmiento	Att	CRE	0	0	0	0	0	0	0	0	0
497	J. Rouhi	Dif	JUV	0	0	0	0	0	0	0	0	0
498	L. Nava	Por	CRE	0	0	0	0	0	0	0	0	0
499	J. Fazzini	Cen	FIO	0	0	0	0	0	0	0	0	0
500	E. Pieragnolo	Dif	SAS	0	0	0	0	0	0	0	0	0
501	Y. Paz	Dif	SAS	0	0	0	0	0	0	0	0	0
502	A. Sabiri	Cen	FIO	0	0	0	0	0	0	0	0	0
503	B. Bayeye	Dif	TOR	0	0	0	0	0	0	0	0	0
504	J. Samooja	Por	LEC	0	0	0	0	0	0	0	0	0
505	P. Schuurs	Dif	TOR	0	0	0	0	0	0	0	0	0
506	D. Vasquez	Por	ROM	0	0	0	0	0	0	0	0	0
507	M. Bakker	Dif	ATA	0	0	0	0	0	0	0	0	0
508	A. Dossena	Dif	CAG	0	0	0	0	0	0	0	0	0
509	R. Di Gennaro	Por	INT	0	0	0	0	0	0	0	0	0
510	Josep Martinez	Por	INT	0	0	0	0	0	0	0	0	0
511	Z. Savva	Att	TOR	0	0	0	0	0	0	0	0	0
512	M. Popa	Por	TOR	0	0	0	0	0	0	0	0	0
513	Mateus Lusuardi	Dif	PIS	0	0	0	0	0	0	0	0	0
514	Sana Fernandes	Att	LAZ	0	0	0	0	0	0	0	0	0
515	S. Sazonov	Dif	TOR	0	0	0	0	0	0	0	0	0
516	C. Mandas	Por	LAZ	0	0	0	0	0	0	0	0	0
517	T. Suslov	Cen	VER	0	0	0	0	0	0	0	0	0
518	A. Vinciguerra	Att	CAG	0	0	0	0	0	0	0	0	0
519	L. Torriani	Por	MIL	0	0	0	0	0	0	0	0	0
520	J. Ajayi	Att	VER	0	0	0	0	0	0	0	0	0
521	H. Cuenca	Cen	GEN	0	0	0	0	0	0	0	0	0
522	Buba Sangare	Dif	ROM	0	0	0	0	0	0	0	0	0
523	P. Kovacik	Dif	COM	0	0	0	0	0	0	0	0	0
524	N. Razi	Cen	COM	0	0	0	0	0	0	0	0	0
525	Z. Suzuki	Por	PAR	0	0	0	0	0	0	0	0	0
526	Cristo Munoz	Cen	LAZ	0	0	0	0	0	0	0	0	0
527	F. Marchwinski	Cen	LEC	0	0	0	0	0	0	0	0	0
528	B. Pierret	Cen	LEC	0	0	0	0	0	0	0	0	0
529	C. Fruchtl	Por	LEC	0	0	0	0	0	0	0	0	0
530	M. Pessina	Por	BOL	0	0	0	0	0	0	0	0	0
531	S. Perciun	Cen	TOR	0	0	0	0	0	0	0	0	0
532	G. Jean	Dif	LEC	0	0	0	0	0	0	0	0	0
533	T. Palacios	Dif	INT	0	0	0	0	0	0	0	0	0
534	Rui Modesto	Dif	UDI	0	0	0	0	0	0	0	0	0
535	S. Gigot	Dif	LAZ	0	0	0	0	0	0	0	0	0
536	M. Lovik	Dif	PAR	0	0	0	0	0	0	0	0	0
537	B. Siegrist	Por	GEN	0	0	0	0	0	0	0	0	0
538	S. Gimenez	Att	MIL	0	0	0	0	0	0	0	0	0
539	N. Pintus	Dif	CAG	0	0	0	0	0	0	0	0	0
540	N. El Aynaoui	Cen	ROM	0	0	0	0	0	0	0	0	0
541	R. Zelezny	Por	ROM	0	0	0	0	0	0	0	0	0
542	A. Ndiaye	Dif	PAR	0	0	0	0	0	0	0	0	0
543	D. Denoon	Dif	PIS	0	0	0	0	0	0	0	0	0
544	D. Lordkipanidze	Cen	CRE	0	0	0	0	0	0	0	0	0
545	O. Kouassi	Dif	LEC	0	0	0	0	0	0	0	0	0
546	A. Nunziante	Por	UDI	0	0	0	0	0	0	0	0	0
547	N. Kovac	Cen	LEC	0	0	0	0	0	0	0	0	0
548	P. Penev	Por	LEC	0	0	0	0	0	0	0	0	0
549	M. Frigan	Att	PAR	0	0	0	0	0	0	0	0	0
550	J. Mbambi	Att	PIS	0	0	0	0	0	0	0	0	0
551	C. Stengs	Cen	PIS	0	0	0	0	0	0	0	0	0
552	A. Arena	Att	ROM	0	0	0	0	0	0	0	0	0
553	N. Cavlina	Por	COM	0	0	0	0	0	0	0	0	0
554	J. Arizala	Dif	UDI	0	0	0	0	0	0	0	0	0
555	O. Ngom	Cen	LEC	0	0	0	0	0	0	0	0	0
556	S. Fofana	Cen	LEC	0	0	0	0	0	0	0	0	0
557	E. Helland	Dif	BOL	0	0	0	0	0	0	0	0	0
558	F. Loyola	Cen	PIS	0	0	0	0	0	0	0	0	0
559	R. Lukaku	Att	NAP	1	0	11	0	0	0	0	0	0
560	R. Sava	Por	UDI	1	0	79	0	0	0	0	0	0
561	N. Stanciu	Cen	GEN	1	0	7	0	0	0	0	0	0


