Team,Giocatore,Ruolo,Squadra,PrezzoAcquisto,PrezzoAttuale
i fratelli merda,Carnesecchi,P,Ata,14,14
i fratelli merda,Zappa,D,Cag,6,6
i fratelli merda,Casale,D,Bol,2,2
i fratelli merda,Dumfries,D,Int,20,20
i fratelli merda,Tavares N.,D,Laz,7,7
i fratelli merda,Van Der Brempt,D,Com,4,4
i fratelli merda,Tiago Gabriel,D,Lec,1,1
i fratelli merda,Arizala,D,Udi,1,1
i fratelli merda,Barella,C,Int,14,14
i fratelli merda,Loftus-Cheek,C,Mil,9,9
i fratelli merda,Da Cunha,C,Com,12,12
i fratelli merda,Thuram K.,C,Juv,16,16
i fratelli merda,Zerbin,C,Cre,5,5
i fratelli merda,Gineitis,C,Tor,5,5
i fratelli merda,Bernabè,C,Par,11,11
i fratelli merda,Paz N.,C,Com,21,21
i fratelli merda,Bonazzoli,A,Cre,3,3
i fratelli merda,Martinez L.,A,Int,34,34
i fratelli merda,Esposito Se.,A,Cag,7,7
i fratelli merda,Colombo,A,Gen,10,10
i fratelli merda,Yildiz,A,Juv,25,25
Pro secco,Sportiello,P,Ata,1,1
Pro secco,Terracciano,P,Mil,1,1
Pro secco,Maignan,P,Mil,16,16
Pro secco,Ranieri L.,D,Fio,7,7
Pro secco,Zappa,D,Cag,6,6
Pro secco,Vojvoda,D,Com,6,6
Pro secco,Terracciano F.,D,Cre,2,2
Pro secco,Ehizibue,D,Udi,5,5
Pro secco,Gaspar K.,D,Lec,8,8
Pro secco,Tiago Gabriel,D,Lec,1,1
Pro secco,Orsolini,C,Bol,30,30
Pro secco,Leris,C,Pis,2,2
Pro secco,Pulisic,C,Mil,28,28
Pro secco,McTominay,C,Nap,24,24
Pro secco,Vlasic,C,Tor,9,9
Pro secco,Zerbin,C,Cre,3,3
Pro secco,Kaba,C,Lec,2,2
Pro secco,Paz N.,C,Com,21,21
Pro secco,Martinez L.,A,Int,34,34
Pro secco,Vlahovic,A,Juv,21,21
Pro secco,Lookman,A,Ata,24,24
Pro secco,Moro L.,A,Sas,1,1
Pro secco,Giovane,A,Nap,3,3
TomMat-iga,Perin,P,Juv,1,1
TomMat-iga,Terracciano,P,Mil,1,1
TomMat-iga,Maignan,P,Mil,16,16
TomMat-iga,Gosens,D,Fio,18,18
TomMat-iga,Martin,D,Gen,10,10
TomMat-iga,Terracciano F.,D,Cre,2,2
TomMat-iga,Ramon,D,Com,5,5
TomMat-iga,Tiago Gabriel,D,Lec,1,1
TomMat-iga,Veiga D.,D,Lec,1,1
TomMat-iga,Joao Mario,D,Juv,8,8
TomMat-iga,El Shaarawy,C,Rom,8,8
TomMat-iga,Orsolini,C,Bol,31,31
TomMat-iga,Pulisic,C,Mil,28,28
TomMat-iga,McTominay,C,Nap,24,24
TomMat-iga,Folorunsho,C,Cag,9,9
TomMat-iga,Kaba,C,Lec,1,1
TomMat-iga,Atta,C,Udi,6,6
TomMat-iga,Stanciu *,C,Gen,8,8
TomMat-iga,Scamacca,A,Ata,16,16
TomMat-iga,Esposito Se.,A,Cag,7,7
TomMat-iga,Thuram,A,Int,31,31
TomMat-iga,Soulè,A,Rom,20,20
TomMat-iga,Giovane,A,Nap,1,1
pacho team,Milinkovic-Savic V.,P,Nap,4,4
pacho team,Contini,P,Nap,1,1
pacho team,Caprile,P,Cag,7,7
pacho team,Martin,D,Gen,10,10
pacho team,Mina,D,Cag,7,7
pacho team,Estupinan,D,Mil,11,11
pacho team,Baschirotto,D,Cre,8,8
pacho team,Valeri,D,Par,10,10
pacho team,Marcandalli,D,Gen,2,2
pacho team,Ramon,D,Com,4,4
pacho team,Zaccagni,C,Laz,26,26
pacho team,Pulisic,C,Mil,28,28
pacho team,Vlasic,C,Tor,15,15
pacho team,Zerbin,C,Cre,3,3
pacho team,Kaba,C,Lec,2,2
pacho team,Marchwinski,C,Lec,1,1
pacho team,Paz N.,C,Com,21,21
pacho team,Atta,C,Udi,8,8
pacho team,Kean,A,Fio,22,22
pacho team,Thuram,A,Int,29,29
pacho team,Hojlund,A,Nap,21,21
pacho team,Meister,A,Pis,2,2
pacho team,Pellegrino M.,A,Par,13,13
Longobarda,Perin,P,Juv,1,1
Longobarda,Terracciano,P,Mil,1,1
Longobarda,Maignan,P,Mil,16,16
Longobarda,Pezzella Giu.,D,Cre,5,5
Longobarda,Akanji,D,Int,10,10
Longobarda,Vasquez,D,Gen,10,10
Longobarda,Cambiaso,D,Juv,15,15
Longobarda,Dodò,D,Fio,11,11
Longobarda,Gaspar K.,D,Lec,8,8
Longobarda,Tiago Gabriel,D,Lec,2,2
Longobarda,Fofana Y.,C,Mil,11,11
Longobarda,McTominay,C,Nap,26,26
Longobarda,Konè M.,C,Rom,14,14
Longobarda,Harroui,C,Ver,7,7
Longobarda,Bondo,C,Cre,3,3
Longobarda,Kaba,C,Lec,1,1
Longobarda,Paz N.,C,Com,20,20
Longobarda,Marin M.,C,Pis,4,4
Longobarda,Dybala,A,Rom,26,26
Longobarda,Berardi,A,Sas,24,24
Longobarda,Kean,A,Fio,22,22
Longobarda,Soulè,A,Rom,20,20
Longobarda,Almqvist,A,Par,4,4
Real Mellandro,Milinkovic-Savic V.,P,Nap,4,4
Real Mellandro,Terracciano,P,Mil,1,1
Real Mellandro,Maignan,P,Mil,16,16
Real Mellandro,Biraghi,D,Tor,8,8
Real Mellandro,Barbieri,D,Cre,3,3
Real Mellandro,Marcandalli,D,Gen,2,2
Real Mellandro,Norton-Cuffy,D,Gen,3,3
Real Mellandro,Tiago Gabriel,D,Lec,1,1
Real Mellandro,Smolcic I.,D,Com,3,3
Real Mellandro,Canestrelli,D,Pis,3,3
Real Mellandro,Zaccagni,C,Laz,26,26
Real Mellandro,Barella,C,Int,14,14
Real Mellandro,Pulisic,C,Mil,28,28
Real Mellandro,Akpa Akpro,C,Ver,3,3
Real Mellandro,Asllani,C,Tor,4,4
Real Mellandro,Aebischer,C,Pis,4,4
Real Mellandro,Kaba,C,Lec,2,2
Real Mellandro,Paz N.,C,Com,21,21
Real Mellandro,Berardi,A,Sas,21,21
Real Mellandro,Martinez L.,A,Int,34,34
Real Mellandro,Thuram,A,Int,28,28
Real Mellandro,Meister,A,Pis,2,2
Real Mellandro,Diao,A,Com,17,17
BANDITI,Lezzerini,P,Fio,1,1
BANDITI,De Gea,P,Fio,14,14
BANDITI,Martinelli T. *,P,Fio,1,1
BANDITI,Martin,D,Gen,10,10
BANDITI,Valeri,D,Par,10,10
BANDITI,Frese,D,Ver,4,4
BANDITI,Norton-Cuffy,D,Gen,6,6
BANDITI,Canestrelli,D,Pis,3,3
BANDITI,Muharemovic,D,Sas,5,5
BANDITI,Rodriguez Ju.,D,Cag,1,1
BANDITI,Orsolini,C,Bol,30,30
BANDITI,Calhanoglu,C,Int,30,30
BANDITI,Pulisic,C,Mil,28,28
BANDITI,Aebischer,C,Pis,5,5
BANDITI,Bondo,C,Cre,3,3
BANDITI,Zerbin,C,Cre,3,3
BANDITI,Prati,C,Cag,3,3
BANDITI,Paz N.,C,Com,21,21
BANDITI,Pavoletti,A,Cag,1,1
BANDITI,Leao,A,Mil,23,23
BANDITI,Thuram,A,Int,29,29
BANDITI,Soulè,A,Rom,24,24
BANDITI,Balentien,A,Mil,1,1
Plu-Team,Perin,P,Juv,1,1
Plu-Team,Di Gregorio,P,Juv,14,14
Plu-Team,Corvi,P,Par,1,1
Plu-Team,Gosens,D,Fio,18,18
Plu-Team,Martin,D,Gen,10,10
Plu-Team,Bellanova,D,Ata,13,13
Plu-Team,Dumfries,D,Int,20,20
Plu-Team,Paz Y.,D,Sas,1,1
Plu-Team,Frese,D,Ver,3,3
Plu-Team,Wesley,D,Rom,15,15
Plu-Team,Orsolini,C,Bol,30,30
Plu-Team,Pulisic,C,Mil,28,28
Plu-Team,Saelemaekers,C,Mil,12,12
Plu-Team,Niasse,C,Ver,3,3
Plu-Team,Zerbin,C,Cre,3,3
Plu-Team,Adzic,C,Juv,1,1
Plu-Team,Paz N.,C,Com,21,21
Plu-Team,Tourè I.,C,Pis,6,6
Plu-Team,Pinamonti,A,Sas,16,16
Plu-Team,Martinez L.,A,Int,27,27
Plu-Team,Bonny,A,Int,5,5
Plu-Team,Moro L.,A,Sas,1,1
Plu-Team,Giovane,A,Nap,1,1
Ipa Bali,Terracciano,P,Mil,1,1
Ipa Bali,Maignan,P,Mil,16,16
Ipa Bali,Sava,P,Udi,4,4
Ipa Bali,Luperto,D,Cag,7,7
Ipa Bali,Bianchetti,D,Cre,3,3
Ipa Bali,Martin,D,Gen,10,10
Ipa Bali,Gallo,D,Lec,5,5
Ipa Bali,Ostigard,D,Gen,5,5
Ipa Bali,Doig,D,Sas,6,6
Ipa Bali,Ramon,D,Com,6,6
Ipa Bali,Calhanoglu,C,Int,30,30
Ipa Bali,Pulisic,C,Mil,28,28
Ipa Bali,McTominay,C,Nap,26,26
Ipa Bali,Maldini,C,Laz,4,4
Ipa Bali,Pobega,C,Bol,5,5
Ipa Bali,Bondo,C,Cre,3,3
Ipa Bali,Kaba,C,Lec,2,2
Ipa Bali,Paz N.,C,Com,21,21
Ipa Bali,Pavoletti,A,Cag,1,1
Ipa Bali,Berardi,A,Sas,21,21
Ipa Bali,Kean,A,Fio,33,33
Ipa Bali,Vlahovic,A,Juv,24,24
Ipa Bali,Meister,A,Pis,2,2
A.C.TUA CUCS,Perin,P,Juv,1,1
A.C.TUA CUCS,Sommer,P,Int,16,16
A.C.TUA CUCS,Ravaglia F.,P,Bol,3,3
A.C.TUA CUCS,Martin,D,Gen,10,10
A.C.TUA CUCS,Valeri,D,Par,10,10
A.C.TUA CUCS,Barbieri,D,Cre,3,3
A.C.TUA CUCS,Marcandalli,D,Gen,2,2
A.C.TUA CUCS,Kempf,D,Com,5,5
A.C.TUA CUCS,Tiago Gabriel,D,Lec,1,1
A.C.TUA CUCS,Rodriguez Ju.,D,Cag,1,1
A.C.TUA CUCS,Orsolini,C,Bol,30,30
A.C.TUA CUCS,Calhanoglu,C,Int,30,30
A.C.TUA CUCS,Pulisic,C,Mil,28,28
A.C.TUA CUCS,Ilkhan,C,Tor,1,1
A.C.TUA CUCS,Prati,C,Cag,4,4
A.C.TUA CUCS,Paz N.,C,Com,21,21
A.C.TUA CUCS,Collocolo,C,Cre,8,8
A.C.TUA CUCS,Stanciu *,C,Gen,8,8
A.C.TUA CUCS,Bonazzoli,A,Cre,1,1
A.C.TUA CUCS,Leao,A,Mil,22,22
A.C.TUA CUCS,Thuram,A,Int,31,31
A.C.TUA CUCS,Soulè,A,Rom,20,20
A.C.TUA CUCS,Buffon L.,A,Pis,1,1
ROCKY 3,Meret,P,Nap,16,16
ROCKY 3,Milinkovic-Savic V.,P,Nap,4,4
ROCKY 3,Contini,P,Nap,1,1
ROCKY 3,Martin,D,Gen,10,10
ROCKY 3,Tomori,D,Mil,8,8
ROCKY 3,Kristensen T.,D,Udi,5,5
ROCKY 3,Norton-Cuffy,D,Gen,6,6
ROCKY 3,Coppola F.,D,Pis,1,1
ROCKY 3,Joao Mario,D,Juv,8,8
ROCKY 3,Wesley,D,Rom,14,14
ROCKY 3,Calhanoglu,C,Int,30,30
ROCKY 3,Rovella,C,Laz,8,8
ROCKY 3,Basic,C,Laz,1,1
ROCKY 3,Koopmeiners,C,Juv,5,5
ROCKY 3,Ederson D.S.,C,Ata,9,9
ROCKY 3,Ilkhan,C,Tor,1,1
ROCKY 3,Marchwinski,C,Lec,1,1
ROCKY 3,Paz N.,C,Com,20,20
ROCKY 3,Pavoletti,A,Cag,1,1
ROCKY 3,Berardi,A,Sas,21,21
ROCKY 3,Leao,A,Mil,26,26
ROCKY 3,Thuram,A,Int,31,31
ROCKY 3,Benedyczak,A,Par,1,1
Fc nipiri,Meret,P,Nap,16,16
Fc nipiri,Satalino,P,Sas,1,1
Fc nipiri,Milinkovic-Savic V.,P,Nap,4,4
Fc nipiri,Gosens,D,Fio,18,18
Fc nipiri,Di Lorenzo,D,Nap,14,14
Fc nipiri,Akanji,D,Int,9,9
Fc nipiri,Scalvini,D,Ata,8,8
Fc nipiri,Doig,D,Sas,6,6
Fc nipiri,Solet,D,Udi,11,11
Fc nipiri,Mbambi *,D,Pis,1,1
Fc nipiri,Orsolini,C,Bol,30,30
Fc nipiri,Musah,C,Ata,6,6
Fc nipiri,Thuram K.,C,Juv,15,15
Fc nipiri,Gineitis,C,Tor,5,5
Fc nipiri,Zarraga,C,Udi,2,2
Fc nipiri,Karlstrom,C,Udi,6,6
Fc nipiri,Paz N.,C,Com,21,21
Fc nipiri,Liteta,C,Cag,1,1
Fc nipiri,Pavoletti,A,Cag,1,1
Fc nipiri,Berardi,A,Sas,21,21
Fc nipiri,David,A,Juv,27,27
Fc nipiri,Bonny,A,Int,16,16
Fc nipiri,Buffon L.,A,Pis,1,1
Non troppo cattivi,Perin,P,Juv,1,1
Non troppo cattivi,Svilar,P,Rom,15,15
Non troppo cattivi,Vasquez D.,P,Rom,1,1
Non troppo cattivi,Dimarco,D,Int,19,19
Non troppo cattivi,Bianchetti,D,Cre,3,3
Non troppo cattivi,Martin,D,Gen,10,10
Non troppo cattivi,Angelino,D,Rom,15,15
Non troppo cattivi,Zemura,D,Udi,3,3
Non troppo cattivi,Tiago Gabriel,D,Lec,2,2
Non troppo cattivi,Angori,D,Pis,5,5
Non troppo cattivi,Orsolini,C,Bol,31,31
Non troppo cattivi,Pulisic,C,Mil,28,28
Non troppo cattivi,McTominay,C,Nap,26,26
Non troppo cattivi,Niasse,C,Ver,3,3
Non troppo cattivi,Ndour,C,Fio,2,2
Non troppo cattivi,Kaba,C,Lec,2,2
Non troppo cattivi,Prati,C,Cag,3,3
Non troppo cattivi,Paz N.,C,Com,20,20
Non troppo cattivi,Pinamonti,A,Sas,17,17
Non troppo cattivi,Thuram,A,Int,31,31
Non troppo cattivi,Sarr A.,A,Ver,5,5
Non troppo cattivi,Almqvist,A,Par,4,4
Non troppo cattivi,Moro L.,A,Sas,1,1
BOBONE32,Lezzerini,P,Fio,1,1
BOBONE32,De Gea,P,Fio,14,14
BOBONE32,Martinelli T. *,P,Fio,1,1
BOBONE32,Gallo,D,Lec,5,5
BOBONE32,Pavlovic,D,Mil,9,9
BOBONE32,Cambiaso,D,Juv,15,15
BOBONE32,Ramon,D,Com,6,6
BOBONE32,Tiago Gabriel,D,Lec,2,2
BOBONE32,Canestrelli,D,Pis,3,3
BOBONE32,Ndiaye,D,Par,3,3
BOBONE32,Barella,C,Int,14,14
BOBONE32,McTominay,C,Nap,25,25
BOBONE32,Saelemaekers,C,Mil,12,12
BOBONE32,Asllani,C,Tor,4,4
BOBONE32,Aebischer,C,Pis,4,4
BOBONE32,Carboni V. *,C,Gen,11,11
BOBONE32,Folorunsho,C,Cag,9,9
BOBONE32,Paz N.,C,Com,20,20
BOBONE32,Berardi,A,Sas,21,21
BOBONE32,Martinez L.,A,Int,34,34
BOBONE32,Davis K.,A,Udi,13,13
BOBONE32,Castellanos *,A,Laz,21,21
BOBONE32,Bonny,A,Int,16,16
buttiglia25,Gollini,P,Rom,1,1
buttiglia25,Svilar,P,Rom,15,15
buttiglia25,Vasquez D.,P,Rom,1,1
buttiglia25,Pezzella Giu.,D,Cre,5,5
buttiglia25,Martin,D,Gen,10,10
buttiglia25,Zortea,D,Bol,16,16
buttiglia25,Bellanova,D,Ata,13,13
buttiglia25,Dumfries,D,Int,20,20
buttiglia25,Tiago Gabriel,D,Lec,1,1
buttiglia25,Idrissi R.,D,Cag,3,3
buttiglia25,Zaccagni,C,Laz,24,24
buttiglia25,Pulisic,C,Mil,28,28
buttiglia25,McTominay,C,Nap,26,26
buttiglia25,Akpa Akpro,C,Ver,3,3
buttiglia25,Estevez,C,Par,2,2
buttiglia25,Ricci S.,C,Mil,10,10
buttiglia25,Zerbin,C,Cre,3,3
buttiglia25,Tete Morente,C,Lec,9,9
buttiglia25,Pavoletti,A,Cag,2,2
buttiglia25,Bonazzoli,A,Cre,1,1
buttiglia25,Vlahovic,A,Juv,21,21
buttiglia25,Thuram,A,Int,29,29
buttiglia25,Benedyczak,A,Par,1,1
kalashnikov,Skorupski,P,Bol,10,10
kalashnikov,Ravaglia F.,P,Bol,3,3
kalashnikov,Pessina Mas.,P,Bol,1,1
kalashnikov,Juan Jesus,D,Nap,4,4
kalashnikov,Sernicola *,D,Cre,1,1
kalashnikov,Mina,D,Cag,7,7
kalashnikov,Rrahmani,D,Nap,7,7
kalashnikov,Pavlovic,D,Mil,7,7
kalashnikov,Dumfries,D,Int,16,16
kalashnikov,Cambiaso,D,Juv,15,15
kalashnikov,Politano,C,Nap,16,16
kalashnikov,Barella,C,Int,14,14
kalashnikov,Pasalic,C,Ata,11,11
kalashnikov,Pulisic,C,Mil,28,28
kalashnikov,Zaniolo,C,Udi,15,15
kalashnikov,Messias,C,Gen,7,7
kalashnikov,Zarraga,C,Udi,2,2
kalashnikov,Adzic,C,Juv,1,1
kalashnikov,Kean,A,Fio,33,33
kalashnikov,Leao,A,Mil,23,23
kalashnikov,Lookman,A,Ata,19,19
kalashnikov,Bonny,A,Int,5,5
kalashnikov,Meister,A,Pis,3,3
SPOSTATI,Lezzerini,P,Fio,1,1
SPOSTATI,De Gea,P,Fio,14,14
SPOSTATI,Martinelli T. *,P,Fio,1,1
SPOSTATI,Pezzella Giu.,D,Cre,6,6
SPOSTATI,Martin,D,Gen,10,10
SPOSTATI,Mina,D,Cag,7,7
SPOSTATI,Bellanova,D,Ata,13,13
SPOSTATI,Terracciano F.,D,Cre,2,2
SPOSTATI,Valle,D,Com,6,6
SPOSTATI,Lovik *,D,Par,3,3
SPOSTATI,El Shaarawy,C,Rom,8,8
SPOSTATI,Pulisic,C,Mil,28,28
SPOSTATI,Saelemaekers,C,Mil,12,12
SPOSTATI,Tramoni M.,C,Pis,12,12
SPOSTATI,Vranckx,C,Sas,4,4
SPOSTATI,Isaksen,C,Laz,14,14
SPOSTATI,Kaba,C,Lec,1,1
SPOSTATI,Paz N.,C,Com,20,20
SPOSTATI,Leao,A,Mil,24,24
SPOSTATI,Thuram,A,Int,31,31
SPOSTATI,Hojlund,A,Nap,24,24
SPOSTATI,Meister,A,Pis,2,2
SPOSTATI,Giovane,A,Nap,1,1
Lions,Sportiello,P,Ata,1,1
Lions,Perin,P,Juv,1,1
Lions,Di Gregorio,P,Juv,16,16
Lions,Di Lorenzo,D,Nap,14,14
Lions,Bellanova,D,Ata,13,13
Lions,Cambiaso,D,Juv,15,15
Lions,Kristensen T.,D,Udi,7,7
Lions,Van Der Brempt,D,Com,2,2
Lions,Tiago Gabriel,D,Lec,1,1
Lions,Provstgaard,D,Laz,3,3
Lions,Politano,C,Nap,15,15
Lions,Orsolini,C,Bol,31,31
Lions,Pulisic,C,Mil,28,28
Lions,McTominay,C,Nap,26,26
Lions,Ndour,C,Fio,2,2
Lions,Kaba,C,Lec,1,1
Lions,Prati,C,Cag,3,3
Lions,Paz N.,C,Com,21,21
Lions,Thuram,A,Int,31,31
Lions,Cancellieri,A,Laz,3,3
Lions,Almqvist,A,Par,4,4
Lions,Rodriguez Je.,A,Com,6,6
Lions,Moro L.,A,Sas,1,1
CISCO TEAM,Milinkovic-Savic V.,P,Nap,4,4
CISCO TEAM,Terracciano,P,Mil,1,1
CISCO TEAM,Maignan,P,Mil,16,16
CISCO TEAM,Martin,D,Gen,10,10
CISCO TEAM,Cambiaso,D,Juv,15,15
CISCO TEAM,Doig,D,Sas,6,6
CISCO TEAM,Valeri,D,Par,10,10
CISCO TEAM,Norton-Cuffy,D,Gen,6,6
CISCO TEAM,Tiago Gabriel,D,Lec,1,1
CISCO TEAM,Canestrelli,D,Pis,3,3
CISCO TEAM,Pellegrini Lo.,C,Rom,16,16
CISCO TEAM,Zaccagni,C,Laz,26,26
CISCO TEAM,Pulisic,C,Mil,28,28
CISCO TEAM,Asllani,C,Tor,4,4
CISCO TEAM,Aebischer,C,Pis,4,4
CISCO TEAM,Prati,C,Cag,3,3
CISCO TEAM,Marchwinski,C,Lec,1,1
CISCO TEAM,Paz N.,C,Com,21,21
CISCO TEAM,Berardi,A,Sas,24,24
CISCO TEAM,Vlahovic,A,Juv,21,21
CISCO TEAM,Cancellieri,A,Laz,3,3
CISCO TEAM,Ferguson E.,A,Rom,19,19
CISCO TEAM,Giovane,A,Nap,1,1
FC Plasmon,Perin,P,Juv,1,1
FC Plasmon,Provedel,P,Laz,12,12
FC Plasmon,Mandas *,P,Laz,3,3
FC Plasmon,Martin,D,Gen,10,10
FC Plasmon,Miranda J.,D,Bol,9,9
FC Plasmon,Angelino,D,Rom,8,8
FC Plasmon,Cambiaso,D,Juv,15,15
FC Plasmon,Terracciano F.,D,Cre,2,2
FC Plasmon,Dodò,D,Fio,11,11
FC Plasmon,Tiago Gabriel,D,Lec,1,1
FC Plasmon,Pulisic,C,Mil,28,28
FC Plasmon,Malinovskyi,C,Gen,7,7
FC Plasmon,Akpa Akpro,C,Ver,1,1
FC Plasmon,Zerbin,C,Cre,3,3
FC Plasmon,Ndour,C,Fio,2,2
FC Plasmon,Isaksen,C,Laz,14,14
FC Plasmon,Kaba,C,Lec,1,1
FC Plasmon,Paz N.,C,Com,20,20
FC Plasmon,Kean,A,Fio,31,31
FC Plasmon,Leao,A,Mil,26,26
FC Plasmon,Thuram,A,Int,31,31
FC Plasmon,Giovane,A,Nap,1,1
FC Plasmon,Buffon L.,A,Pis,1,1
Piovra73,Sportiello,P,Ata,1,1
Piovra73,Terracciano,P,Mil,1,1
Piovra73,Maignan,P,Mil,16,16
Piovra73,Cambiaso,D,Juv,15,15
Piovra73,Tavares N.,D,Laz,12,12
Piovra73,Terracciano F.,D,Cre,5,5
Piovra73,Marcandalli,D,Gen,2,2
Piovra73,Tiago Gabriel,D,Lec,1,1
Piovra73,Veiga D.,D,Lec,2,2
Piovra73,Canestrelli,D,Pis,3,3
Piovra73,Zaccagni,C,Laz,26,26
Piovra73,Modric,C,Mil,12,12
Piovra73,Tramoni M.,C,Pis,12,12
Piovra73,Asllani,C,Tor,4,4
Piovra73,Kaba,C,Lec,1,1
Piovra73,Paz N.,C,Com,20,20
Piovra73,Vandeputte,C,Cre,12,12
Piovra73,Sorensen O.,C,Par,5,5
Piovra73,Berardi,A,Sas,24,24
Piovra73,Kean,A,Fio,31,31
Piovra73,Martinez L.,A,Int,27,27
Piovra73,Ekuban,A,Gen,2,2
Piovra73,Giovane,A,Nap,1,1
Leonte FC,Perin,P,Juv,1,1
Leonte FC,Di Gregorio,P,Juv,16,16
Leonte FC,Nava,P,Cre,1,1
Leonte FC,Bastoni,D,Int,16,16
Leonte FC,Di Lorenzo,D,Nap,14,14
Leonte FC,Pavlovic,D,Mil,12,12
Leonte FC,Valenti,D,Par,4,4
Leonte FC,Dodò,D,Fio,11,11
Leonte FC,Canestrelli,D,Pis,3,3
Leonte FC,Esteves T. *,D,Pis,1,1
Leonte FC,Pulisic,C,Mil,28,28
Leonte FC,McTominay,C,Nap,26,26
Leonte FC,Estevez,C,Par,2,2
Leonte FC,Basic,C,Laz,1,1
Leonte FC,Folorunsho,C,Cag,9,9
Leonte FC,Ndour,C,Fio,2,2
Leonte FC,Kaba,C,Lec,1,1
Leonte FC,Tourè I.,C,Pis,9,9
Leonte FC,Leao,A,Mil,26,26
Leonte FC,Thuram,A,Int,31,31
Leonte FC,Cancellieri,A,Laz,3,3
Leonte FC,Soulè,A,Rom,20,20
Leonte FC,Stulic,A,Lec,8,8
Concali Craboni FC,Provedel,P,Laz,12,12
Concali Craboni FC,Furlanetto,P,Laz,1,1
Concali Craboni FC,Mandas *,P,Laz,3,3
Concali Craboni FC,Dimarco,D,Int,27,27
Concali Craboni FC,Akanji,D,Int,10,10
Concali Craboni FC,Mina,D,Cag,7,7
Concali Craboni FC,Baschirotto,D,Cre,8,8
Concali Craboni FC,Palestra,D,Cag,4,4
Concali Craboni FC,Valle,D,Com,6,6
Concali Craboni FC,Canestrelli,D,Pis,3,3
Concali Craboni FC,Barella,C,Int,14,14
Concali Craboni FC,Pulisic,C,Mil,28,28
Concali Craboni FC,Zambo Anguissa,C,Nap,15,15
Concali Craboni FC,Vranckx,C,Sas,4,4
Concali Craboni FC,Berisha M.,C,Lec,3,3
Concali Craboni FC,Akinsanmiro,C,Pis,3,3
Concali Craboni FC,Paz N.,C,Com,21,21
Concali Craboni FC,Tourè I.,C,Pis,6,6
Concali Craboni FC,Bonazzoli,A,Cre,13,13
Concali Craboni FC,Simeone,A,Tor,18,18
Concali Craboni FC,Esposito Se.,A,Cag,7,7
Concali Craboni FC,David,A,Juv,27,27
Concali Craboni FC,Douvikas,A,Com,9,9
LEONE,Meret,P,Nap,16,16
LEONE,Milinkovic-Savic V.,P,Nap,4,4
LEONE,Contini,P,Nap,1,1
LEONE,Bremer,D,Juv,13,13
LEONE,Pavlovic,D,Mil,7,7
LEONE,Cambiaso,D,Juv,15,15
LEONE,Dodò,D,Fio,11,11
LEONE,Bisseck,D,Int,5,5
LEONE,Kempf,D,Com,6,6
LEONE,Wesley,D,Rom,14,14
LEONE,Adopo,C,Cag,6,6
LEONE,Saelemaekers,C,Mil,12,12
LEONE,Tramoni M.,C,Pis,12,12
LEONE,Aebischer,C,Pis,4,4
LEONE,Ederson D.S.,C,Ata,9,9
LEONE,Paz N.,C,Com,28,28
LEONE,Atta,C,Udi,6,6
LEONE,Stanciu *,C,Gen,8,8
LEONE,Berardi,A,Sas,24,24
LEONE,Simeone,A,Tor,11,11
LEONE,Piccoli,A,Fio,17,17
LEONE,Davis K.,A,Udi,12,12
LEONE,Kilicsoy,A,Cag,6,6
XLiverpuh,Svilar,P,Rom,15,15
XLiverpuh,Vasquez D.,P,Rom,1,1
XLiverpuh,Zelezny,P,Rom,1,1
XLiverpuh,Pezzella Giu.,D,Cre,5,5
XLiverpuh,Lykogiannis,D,Bol,5,5
XLiverpuh,Terracciano F.,D,Cre,5,5
XLiverpuh,Paz Y.,D,Sas,1,1
XLiverpuh,Palestra,D,Cag,4,4
XLiverpuh,Valle,D,Com,6,6
XLiverpuh,Kempf,D,Com,10,10
XLiverpuh,Pulisic,C,Mil,28,28
XLiverpuh,Zaniolo,C,Udi,15,15
XLiverpuh,Saelemaekers,C,Mil,12,12
XLiverpuh,Zarraga,C,Udi,2,2
XLiverpuh,Prati,C,Cag,3,3
XLiverpuh,Marchwinski,C,Lec,1,1
XLiverpuh,Paz N.,C,Com,20,20
XLiverpuh,Atta,C,Udi,8,8
XLiverpuh,Bonazzoli,A,Cre,1,1
XLiverpuh,Esposito Se.,A,Cag,7,7
XLiverpuh,Leao,A,Mil,26,26
XLiverpuh,Thuram,A,Int,31,31
XLiverpuh,Hojlund,A,Nap,21,21
Sarzanello Team,Terracciano,P,Mil,1,1
Sarzanello Team,Maignan,P,Mil,16,16
Sarzanello Team,Okoye,P,Udi,6,6
Sarzanello Team,Martin,D,Gen,10,10
Sarzanello Team,Scalvini,D,Ata,8,8
Sarzanello Team,Tavares N.,D,Laz,12,12
Sarzanello Team,Barbieri,D,Cre,3,3
Sarzanello Team,Angori,D,Pis,5,5
Sarzanello Team,Joao Mario,D,Juv,8,8
Sarzanello Team,Wesley,D,Rom,15,15
Sarzanello Team,Pasalic,C,Ata,11,11
Sarzanello Team,Sergi Roberto,C,Com,4,4
Sarzanello Team,Adopo,C,Cag,5,5
Sarzanello Team,Carboni V. *,C,Gen,11,11
Sarzanello Team,Isaksen,C,Laz,14,14
Sarzanello Team,Paz N.,C,Com,20,20
Sarzanello Team,Atta,C,Udi,8,8
Sarzanello Team,Sucic P.,C,Int,9,9
Sarzanello Team,Kean,A,Fio,31,31
Sarzanello Team,Martinez L.,A,Int,34,34
Sarzanello Team,Esposito Se.,A,Cag,7,7
