Team,Giocatore,Ruolo,Squadra,PrezzoAcquisto,PrezzoAttuale
Peaky Tunas,Obert,D,Cagliari,4,5
Peaky Tunas,Terracciano F.,D,Cremonese,5,11
Peaky Tunas,Tiago Gabriel,D,Lecce,2,9
Peaky Tunas,Angori,D,Pisa,5,9
Peaky Tunas,Zaccagni,C,Lazio,24,14
Peaky Tunas,Barella,C,Inter,14,17
Peaky Tunas,Pulisic,C,Milan,28,31
Peaky Tunas,Zambo Anguissa,C,Napoli,16,19
Peaky Tunas,Lovric,C,Udinese,9,3
Peaky Tunas,Zarraga,C,Udinese,2,2
Peaky Tunas,Konè I.,C,Sassuolo,6,16
Peaky Tunas,Piotrowski,C,Udinese,6,8
Peaky Tunas,Simeone,A,Torino,18,19
Peaky Tunas,Martinez L.,A,Inter,34,34
Peaky Tunas,Leao,A,Milan,19,30
Peaky Tunas,Ekhator,A,Genoa,1,10
Peaky Tunas,Meister,A,Pisa,2,8
i fratelli merda,Sportiello,P,Atalanta,1,1
i fratelli merda,Terracciano,P,Milan,1,1
i fratelli merda,Carnesecchi,P,Atalanta,14,17
i fratelli merda,Zappa,D,Cagliari,6,7
i fratelli merda,Casale,D,Bologna,2,2
i fratelli merda,Dumfries,D,Inter,20,10
i fratelli merda,De Winter,D,Milan,8,4
i fratelli merda,Tiago Gabriel,D,Lecce,1,9
i fratelli merda,Idrissi R.,D,Cagliari,10,8
i fratelli merda,Belghali,D,Verona,10,11
i fratelli merda,Barella,C,Inter,14,17
i fratelli merda,Loftus-Cheek,C,Milan,9,13
i fratelli merda,Da Cunha,C,Como,12,11
i fratelli merda,Thuram K.,C,Juventus,16,13
i fratelli merda,Zerbin,C,Cremonese,5,6
i fratelli merda,Iling Junior,C,Pis,5,5
i fratelli merda,Bernabè,C,Parma,11,16
i fratelli merda,Paz N.,C,Como,21,30
i fratelli merda,Martinez L.,A,Inter,34,34
i fratelli merda,Esposito Se.,A,Cagliari,7,16
i fratelli merda,Colombo,A,Genoa,10,14
i fratelli merda,Solomon,A,Fiorentina,8,7
i fratelli merda,Yildiz,A,Juventus,25,30
Pro secco,Sportiello,P,Atalanta,1,1
Pro secco,Terracciano,P,Milan,1,1
Pro secco,Maignan,P,Milan,16,20
Pro secco,Ranieri L.,D,Fiorentina,7,7
Pro secco,Zappa,D,Cagliari,6,7
Pro secco,Vojvoda,D,Como,6,12
Pro secco,Terracciano F.,D,Cremonese,2,11
Pro secco,Ehizibue,D,Udinese,5,3
Pro secco,Gaspar K.,D,Lecce,8,4
Pro secco,Tiago Gabriel,D,Lecce,1,9
Pro secco,Orsolini,C,Bologna,30,24
Pro secco,Leris,C,Pisa,2,12
Pro secco,Pulisic,C,Milan,28,31
Pro secco,McTominay,C,Napoli,24,25
Pro secco,Vlasic,C,Torino,9,18
Pro secco,Zerbin,C,Cremonese,3,6
Pro secco,Kaba *,C,Lecce,2,3
Pro secco,Paz N.,C,Como,21,30
Pro secco,Martinez L.,A,Inter,34,34
Pro secco,Vlahovic,A,Juventus,21,15
Pro secco,Lookman *,A,Atalanta,24,14
Pro secco,Moro L.,A,Sassuolo,1,1
Pro secco,Giovane,A,Napoli,3,17
TomMat-iga,Perin,P,Juventus,1,3
TomMat-iga,Terracciano,P,Milan,1,1
TomMat-iga,Maignan,P,Milan,16,20
TomMat-iga,Gosens,D,Fiorentina,18,10
TomMat-iga,Martin,D,Genoa,10,14
TomMat-iga,Terracciano F.,D,Cremonese,2,11
TomMat-iga,Ramon,D,Como,5,12
TomMat-iga,Tiago Gabriel,D,Lecce,1,9
TomMat-iga,Veiga D.,D,Lecce,1,5
TomMat-iga,Joao Mario,D,Juventus,8,2
TomMat-iga,El Shaarawy,C,Roma,8,8
TomMat-iga,Orsolini,C,Bologna,31,24
TomMat-iga,Pulisic,C,Milan,28,31
TomMat-iga,McTominay,C,Napoli,24,25
TomMat-iga,Folorunsho,C,Cagliari,9,8
TomMat-iga,Atta,C,Udinese,6,16
TomMat-iga,Stanciu *,C,Genoa,8,1
TomMat-iga,Vergara,C,Napoli,2,2
TomMat-iga,Scamacca,A,Atalanta,16,22
TomMat-iga,Esposito Se.,A,Cagliari,7,16
TomMat-iga,Thuram,A,Inter,31,29
TomMat-iga,Soulè,A,Roma,20,26
TomMat-iga,Giovane,A,Napoli,1,17
pacho team,Milinkovic-Savic V.,P,Napoli,4,19
pacho team,Contini,P,Napoli,1,1
pacho team,Caprile,P,Cagliari,7,12
pacho team,Martin,D,Genoa,10,14
pacho team,Mina,D,Cagliari,7,8
pacho team,Estupinan,D,Milan,11,3
pacho team,Baschirotto,D,Cremonese,8,13
pacho team,Valeri,D,Parma,10,10
pacho team,Marcandalli,D,Genoa,2,6
pacho team,Ramon,D,Como,4,12
pacho team,Zaccagni,C,Lazio,26,14
pacho team,Pulisic,C,Milan,28,31
pacho team,Vlasic,C,Torino,15,18
pacho team,Zerbin,C,Cremonese,3,6
pacho team,Kaba *,C,Lecce,2,3
pacho team,Marchwinski,C,Lecce,1,1
pacho team,Paz N.,C,Como,21,30
pacho team,Atta,C,Udinese,8,16
pacho team,Kean,A,Fiorentina,22,18
pacho team,Thuram,A,Inter,29,29
pacho team,Hojlund,A,Napoli,21,25
pacho team,Meister,A,Pisa,2,8
pacho team,Pellegrino M.,A,Parma,13,21
Longobarda,Perin,P,Juventus,1,3
Longobarda,Terracciano,P,Milan,1,1
Longobarda,Maignan,P,Milan,16,20
Longobarda,Pezzella Giu.,D,Cremonese,5,4
Longobarda,Akanji,D,Inter,10,11
Longobarda,Vasquez,D,Genoa,10,10
Longobarda,Cambiaso,D,Juventus,15,10
Longobarda,Dodò,D,Fiorentina,11,6
Longobarda,Gaspar K.,D,Lecce,8,4
Longobarda,Tiago Gabriel,D,Lecce,2,9
Longobarda,Fofana Y.,C,Milan,11,10
Longobarda,McTominay,C,Napoli,26,25
Longobarda,Konè M.,C,Roma,14,17
Longobarda,Harroui,C,Verona,7,2
Longobarda,Bondo,C,Cremonese,3,7
Longobarda,Kaba *,C,Lecce,1,3
Longobarda,Paz N.,C,Como,20,30
Longobarda,Marin M.,C,Pisa,4,5
Longobarda,Dybala,A,Roma,26,13
Longobarda,Berardi,A,Sassuolo,24,21
Longobarda,Kean,A,Fiorentina,22,18
Longobarda,Soulè,A,Roma,20,26
Longobarda,Almqvist,A,Parma,4,3
Real Mellandro,Milinkovic-Savic V.,P,Napoli,4,19
Real Mellandro,Terracciano,P,Milan,1,1
Real Mellandro,Maignan,P,Milan,16,20
Real Mellandro,Biraghi,D,Torino,8,3
Real Mellandro,Barbieri,D,Cremonese,3,9
Real Mellandro,Marcandalli,D,Genoa,2,6
Real Mellandro,Norton-Cuffy,D,Genoa,3,7
Real Mellandro,Tiago Gabriel,D,Lecce,1,9
Real Mellandro,Smolcic I.,D,Como,3,3
Real Mellandro,Canestrelli,D,Pisa,3,5
Real Mellandro,Zaccagni,C,Lazio,26,14
Real Mellandro,Barella,C,Inter,14,17
Real Mellandro,Pulisic,C,Milan,28,31
Real Mellandro,Akpa Akpro,C,Verona,3,2
Real Mellandro,Asllani *,C,Torino,4,3
Real Mellandro,Aebischer,C,Pisa,4,5
Real Mellandro,Kaba *,C,Lecce,2,3
Real Mellandro,Paz N.,C,Como,21,30
Real Mellandro,Berardi,A,Sassuolo,21,21
Real Mellandro,Martinez L.,A,Inter,34,34
Real Mellandro,Thuram,A,Inter,28,29
Real Mellandro,Meister,A,Pisa,2,8
Real Mellandro,Diao,A,Como,17,4
BANDITI,Lezzerini,P,Fiorentina,1,1
BANDITI,De Gea,P,Fiorentina,14,11
BANDITI,Martinelli T. *,P,Fiorentina,1,1
BANDITI,Martin,D,Genoa,10,14
BANDITI,Valeri,D,Parma,10,10
BANDITI,Frese,D,Verona,4,6
BANDITI,Norton-Cuffy,D,Genoa,6,7
BANDITI,Canestrelli,D,Pisa,3,5
BANDITI,Muharemovic,D,Sassuolo,5,7
BANDITI,Rodriguez Ju.,D,Cagliari,1,3
BANDITI,Orsolini,C,Bologna,30,24
BANDITI,Calhanoglu,C,Inter,30,28
BANDITI,Pulisic,C,Milan,28,31
BANDITI,Aebischer,C,Pisa,5,5
BANDITI,Bondo,C,Cremonese,3,7
BANDITI,Zerbin,C,Cremonese,3,6
BANDITI,Prati,C,Cagliari,3,6
BANDITI,Paz N.,C,Como,21,30
BANDITI,Pavoletti,A,Cagliari,1,1
BANDITI,Leao,A,Milan,23,30
BANDITI,Thuram,A,Inter,29,29
BANDITI,Soulè,A,Roma,24,26
BANDITI,Balentien,A,Milan,1,1
Plu-Team,Perin,P,Juventus,1,3
Plu-Team,Di Gregorio,P,Juventus,14,16
Plu-Team,Corvi,P,Parma,1,12
Plu-Team,Gosens,D,Fiorentina,18,10
Plu-Team,Martin,D,Genoa,10,14
Plu-Team,Bellanova,D,Atalanta,13,6
Plu-Team,Dumfries,D,Inter,20,10
Plu-Team,Paz Y. *,D,Sassuolo,1,1
Plu-Team,Frese,D,Verona,3,6
Plu-Team,Wesley,D,Roma,15,16
Plu-Team,Orsolini,C,Bologna,30,24
Plu-Team,Pulisic,C,Milan,28,31
Plu-Team,Saelemaekers,C,Milan,12,19
Plu-Team,Niasse,C,Verona,3,4
Plu-Team,Zerbin,C,Cremonese,3,6
Plu-Team,Adzic,C,Juventus,1,3
Plu-Team,Paz N.,C,Como,21,30
Plu-Team,Tourè I.,C,Pisa,6,10
Plu-Team,Pinamonti,A,Sassuolo,16,14
Plu-Team,Martinez L.,A,Inter,27,34
Plu-Team,Bonny,A,Inter,5,14
Plu-Team,Moro L.,A,Sassuolo,1,1
Plu-Team,Giovane,A,Napoli,1,17
Ipa Bali,Terracciano,P,Milan,1,1
Ipa Bali,Maignan,P,Milan,16,20
Ipa Bali,Sava,P,Udinese,4,1
Ipa Bali,Luperto,D,Cagliari,7,9
Ipa Bali,Bianchetti,D,Cremonese,3,6
Ipa Bali,Martin,D,Genoa,10,14
Ipa Bali,Gallo,D,Lecce,5,8
Ipa Bali,Ostigard,D,Genoa,5,15
Ipa Bali,Doig,D,Sassuolo,6,6
Ipa Bali,Ramon,D,Como,6,12
Ipa Bali,Calhanoglu,C,Inter,30,28
Ipa Bali,Pulisic,C,Milan,28,31
Ipa Bali,McTominay,C,Napoli,26,25
Ipa Bali,Maldini,C,Atalanta,4,3
Ipa Bali,Pobega,C,Bologna,5,11
Ipa Bali,Bondo,C,Cremonese,3,7
Ipa Bali,Paz N.,C,Como,21,30
Ipa Bali,Vergara,C,Napoli,2,2
Ipa Bali,Pavoletti,A,Cagliari,1,1
Ipa Bali,Berardi,A,Sassuolo,21,21
Ipa Bali,Kean,A,Fiorentina,33,18
Ipa Bali,Vlahovic,A,Juventus,24,15
Ipa Bali,Meister,A,Pisa,2,8
A.C.TUA CUCS,Perin,P,Juventus,1,3
A.C.TUA CUCS,Sommer,P,Inter,16,14
A.C.TUA CUCS,Ravaglia F.,P,Bologna,3,12
A.C.TUA CUCS,Martin,D,Genoa,10,14
A.C.TUA CUCS,Valeri,D,Parma,10,10
A.C.TUA CUCS,Barbieri,D,Cremonese,3,9
A.C.TUA CUCS,Marcandalli,D,Genoa,2,6
A.C.TUA CUCS,Kempf,D,Como,5,14
A.C.TUA CUCS,Tiago Gabriel,D,Lecce,1,9
A.C.TUA CUCS,Rodriguez Ju.,D,Cagliari,1,3
A.C.TUA CUCS,Orsolini,C,Bologna,30,24
A.C.TUA CUCS,Calhanoglu,C,Inter,30,28
A.C.TUA CUCS,Pulisic,C,Milan,28,31
A.C.TUA CUCS,Ilkhan,C,Torino,1,2
A.C.TUA CUCS,Prati,C,Cagliari,4,6
A.C.TUA CUCS,Paz N.,C,Como,21,30
A.C.TUA CUCS,Collocolo,C,Cremonese,8,2
A.C.TUA CUCS,Stanciu *,C,Genoa,8,1
A.C.TUA CUCS,Bonazzoli,A,Cremonese,1,20
A.C.TUA CUCS,Leao,A,Milan,22,30
A.C.TUA CUCS,Thuram,A,Inter,31,29
A.C.TUA CUCS,Soulè,A,Roma,20,26
A.C.TUA CUCS,Buffon L. *,A,Pisa,1,1
ROCKY 3,Meret,P,Napoli,16,8
ROCKY 3,Milinkovic-Savic V.,P,Napoli,4,19
ROCKY 3,Contini,P,Napoli,1,1
ROCKY 3,Martin,D,Genoa,10,14
ROCKY 3,Tomori,D,Milan,8,7
ROCKY 3,Kristensen T.,D,Udinese,5,7
ROCKY 3,Norton-Cuffy,D,Genoa,6,7
ROCKY 3,Coppola F.,D,Pisa,1,2
ROCKY 3,Joao Mario,D,Juventus,8,2
ROCKY 3,Wesley,D,Roma,14,16
ROCKY 3,Calhanoglu,C,Inter,30,28
ROCKY 3,Rovella,C,Lazio,8,4
ROCKY 3,Basic,C,Lazio,1,14
ROCKY 3,Koopmeiners,C,Juventus,5,5
ROCKY 3,Ederson D.S.,C,Atalanta,9,10
ROCKY 3,Ilkhan,C,Torino,1,2
ROCKY 3,Marchwinski,C,Lecce,1,1
ROCKY 3,Paz N.,C,Como,20,30
ROCKY 3,Pavoletti,A,Cagliari,1,1
ROCKY 3,Berardi,A,Sassuolo,21,21
ROCKY 3,Leao,A,Milan,26,30
ROCKY 3,Thuram,A,Inter,31,29
ROCKY 3,Benedyczak *,A,Parma,1,8
Fc nipiri,Meret,P,Napoli,16,8
Fc nipiri,Satalino,P,Sassuolo,1,1
Fc nipiri,Milinkovic-Savic V.,P,Napoli,4,19
Fc nipiri,Gosens,D,Fiorentina,18,10
Fc nipiri,Di Lorenzo,D,Napoli,14,12
Fc nipiri,Akanji,D,Inter,9,11
Fc nipiri,Scalvini,D,Atalanta,8,12
Fc nipiri,Doig,D,Sassuolo,6,6
Fc nipiri,Solet,D,Udinese,11,11
Fc nipiri,Mbambi *,D,Pisa,1,1
Fc nipiri,Orsolini,C,Bologna,30,24
Fc nipiri,Musah,C,Atalanta,6,5
Fc nipiri,Thuram K.,C,Juventus,15,13
Fc nipiri,Gineitis,C,Torino,5,4
Fc nipiri,Zarraga,C,Udinese,2,2
Fc nipiri,Karlstrom,C,Udinese,6,10
Fc nipiri,Paz N.,C,Como,21,30
Fc nipiri,Liteta,C,Cagliari,1,1
Fc nipiri,Pavoletti,A,Cagliari,1,1
Fc nipiri,Berardi,A,Sassuolo,21,21
Fc nipiri,David,A,Juventus,27,13
Fc nipiri,Bonny,A,Inter,16,14
Fc nipiri,Buffon L. *,A,Pisa,1,1
Non troppo cattivi,Perin,P,Juventus,1,3
Non troppo cattivi,Svilar,P,Roma,15,19
Non troppo cattivi,Vasquez D.,P,Roma,1,1
Non troppo cattivi,Dimarco,D,Inter,19,29
Non troppo cattivi,Bianchetti,D,Cremonese,3,6
Non troppo cattivi,Martin,D,Genoa,10,14
Non troppo cattivi,Angelino,D,Roma,15,7
Non troppo cattivi,Zemura,D,Udinese,3,2
Non troppo cattivi,Tiago Gabriel,D,Lecce,2,9
Non troppo cattivi,Angori,D,Pisa,5,9
Non troppo cattivi,Orsolini,C,Bologna,31,24
Non troppo cattivi,Pulisic,C,Milan,28,31
Non troppo cattivi,McTominay,C,Napoli,26,25
Non troppo cattivi,Niasse,C,Verona,3,4
Non troppo cattivi,Ndour,C,Fiorentina,2,6
Non troppo cattivi,Kaba *,C,Lecce,2,3
Non troppo cattivi,Prati,C,Cagliari,3,6
Non troppo cattivi,Paz N.,C,Como,20,30
Non troppo cattivi,Pinamonti,A,Sassuolo,17,14
Non troppo cattivi,Thuram,A,Inter,31,29
Non troppo cattivi,Sarr A.,A,Verona,5,5
Non troppo cattivi,Almqvist,A,Parma,4,3
Non troppo cattivi,Moro L.,A,Sassuolo,1,1
BOBONE32,Lezzerini,P,Fiorentina,1,1
BOBONE32,De Gea,P,Fiorentina,14,11
BOBONE32,Martinelli T. *,P,Fiorentina,1,1
BOBONE32,Gallo,D,Lecce,5,8
BOBONE32,Pavlovic,D,Milan,9,15
BOBONE32,Cambiaso,D,Juventus,15,10
BOBONE32,Ramon,D,Como,6,12
BOBONE32,Tiago Gabriel,D,Lecce,2,9
BOBONE32,Canestrelli,D,Pisa,3,5
BOBONE32,Ndiaye,D,Parma,3,1
BOBONE32,Barella,C,Inter,14,17
BOBONE32,McTominay,C,Napoli,25,25
BOBONE32,Saelemaekers,C,Milan,12,19
BOBONE32,Asllani *,C,Torino,4,3
BOBONE32,Aebischer,C,Pisa,4,5
BOBONE32,Carboni V. *,C,Genoa,11,4
BOBONE32,Folorunsho,C,Cagliari,9,8
BOBONE32,Paz N.,C,Como,20,30
BOBONE32,Berardi,A,Sassuolo,21,21
BOBONE32,Martinez L.,A,Inter,34,34
BOBONE32,Davis K.,A,Udinese,13,24
BOBONE32,Castellanos *,A,Lazio,21,18
BOBONE32,Bonny,A,Inter,16,14
buttiglia25,Gollini,P,Roma,1,1
buttiglia25,Svilar,P,Roma,15,19
buttiglia25,Vasquez D.,P,Roma,1,1
buttiglia25,Pezzella Giu.,D,Cremonese,5,4
buttiglia25,Martin,D,Genoa,10,14
buttiglia25,Zortea,D,Bologna,16,8
buttiglia25,Bellanova,D,Atalanta,13,6
buttiglia25,Dumfries,D,Inter,20,10
buttiglia25,Tiago Gabriel,D,Lecce,1,9
buttiglia25,Idrissi R.,D,Cagliari,3,8
buttiglia25,Zaccagni,C,Lazio,24,14
buttiglia25,Pulisic,C,Milan,28,31
buttiglia25,McTominay,C,Napoli,26,25
buttiglia25,Akpa Akpro,C,Verona,3,2
buttiglia25,Estevez,C,Parma,2,5
buttiglia25,Ricci S.,C,Milan,10,13
buttiglia25,Zerbin,C,Cremonese,3,6
buttiglia25,Tete Morente *,C,Lecce,9,3
buttiglia25,Pavoletti,A,Cagliari,2,1
buttiglia25,Bonazzoli,A,Cremonese,1,20
buttiglia25,Vlahovic,A,Juventus,21,15
buttiglia25,Thuram,A,Inter,29,29
buttiglia25,Benedyczak *,A,Parma,1,8
kalashnikov,Skorupski,P,Bologna,10,10
kalashnikov,Ravaglia F.,P,Bologna,3,12
kalashnikov,Pessina Mas.,P,Bologna,1,1
kalashnikov,Juan Jesus,D,Napoli,4,4
kalashnikov,Sernicola *,D,Cremonese,1,1
kalashnikov,Mina,D,Cagliari,7,8
kalashnikov,Rrahmani,D,Napoli,7,13
kalashnikov,Pavlovic,D,Milan,7,15
kalashnikov,Dumfries,D,Inter,16,10
kalashnikov,Cambiaso,D,Juventus,15,10
kalashnikov,Politano,C,Napoli,16,11
kalashnikov,Barella,C,Inter,14,17
kalashnikov,Pasalic,C,Atalanta,11,13
kalashnikov,Pulisic,C,Milan,28,31
kalashnikov,Zaniolo,C,Udinese,15,20
kalashnikov,Messias,C,Genoa,7,2
kalashnikov,Zarraga,C,Udinese,2,2
kalashnikov,Adzic,C,Juventus,1,3
kalashnikov,Kean,A,Fiorentina,33,18
kalashnikov,Leao,A,Milan,23,30
kalashnikov,Lookman *,A,Atalanta,19,14
kalashnikov,Bonny,A,Inter,5,14
kalashnikov,Meister,A,Pisa,3,8
SPOSTATI,Lezzerini,P,Fiorentina,1,1
SPOSTATI,De Gea,P,Fiorentina,14,11
SPOSTATI,Martinelli T. *,P,Fiorentina,1,1
SPOSTATI,Pezzella Giu.,D,Cremonese,6,4
SPOSTATI,Martin,D,Genoa,10,14
SPOSTATI,Mina,D,Cagliari,7,8
SPOSTATI,Bellanova,D,Atalanta,13,6
SPOSTATI,Terracciano F.,D,Cremonese,2,11
SPOSTATI,Valle,D,Como,6,8
SPOSTATI,Lovik *,D,Parma,3,2
SPOSTATI,El Shaarawy,C,Roma,8,8
SPOSTATI,Pulisic,C,Milan,28,31
SPOSTATI,Saelemaekers,C,Milan,12,19
SPOSTATI,Tramoni M.,C,Pisa,12,9
SPOSTATI,Vranckx,C,Sassuolo,4,3
SPOSTATI,Isaksen,C,Lazio,14,14
SPOSTATI,Kaba *,C,Lecce,1,3
SPOSTATI,Paz N.,C,Como,20,30
SPOSTATI,Leao,A,Milan,24,30
SPOSTATI,Thuram,A,Inter,31,29
SPOSTATI,Hojlund,A,Napoli,24,25
SPOSTATI,Meister,A,Pisa,2,8
SPOSTATI,Giovane,A,Napoli,1,17
Lions,Sportiello,P,Atalanta,1,1
Lions,Perin,P,Juventus,1,3
Lions,Di Gregorio,P,Juventus,16,16
Lions,Di Lorenzo,D,Napoli,14,12
Lions,Bellanova,D,Atalanta,13,6
Lions,Cambiaso,D,Juventus,15,10
Lions,Kristensen T.,D,Udinese,7,7
Lions,Van Der Brempt,D,Como,2,3
Lions,Tiago Gabriel,D,Lecce,1,9
Lions,Provstgaard,D,Lazio,3,3
Lions,Politano,C,Napoli,15,11
Lions,Orsolini,C,Bologna,31,24
Lions,Pulisic,C,Milan,28,31
Lions,McTominay,C,Napoli,26,25
Lions,Ndour,C,Fiorentina,2,6
Lions,Kaba *,C,Lecce,1,3
Lions,Prati,C,Cagliari,3,6
Lions,Paz N.,C,Como,21,30
Lions,Thuram,A,Inter,31,29
Lions,Cancellieri,A,Lazio,3,14
Lions,Almqvist,A,Parma,4,3
Lions,Rodriguez Je.,A,Como,6,12
Lions,Moro L.,A,Sassuolo,1,1
CISCO TEAM,Milinkovic-Savic V.,P,Napoli,4,19
CISCO TEAM,Terracciano,P,Milan,1,1
CISCO TEAM,Maignan,P,Milan,16,20
CISCO TEAM,Martin,D,Genoa,10,14
CISCO TEAM,Cambiaso,D,Juventus,15,10
CISCO TEAM,Doig,D,Sassuolo,6,6
CISCO TEAM,Valeri,D,Parma,10,10
CISCO TEAM,Norton-Cuffy,D,Genoa,6,7
CISCO TEAM,Tiago Gabriel,D,Lecce,1,9
CISCO TEAM,Canestrelli,D,Pisa,3,5
CISCO TEAM,Pellegrini Lo.,C,Roma,16,14
CISCO TEAM,Zaccagni,C,Lazio,26,14
CISCO TEAM,Pulisic,C,Milan,28,31
CISCO TEAM,Asllani *,C,Torino,4,3
CISCO TEAM,Aebischer,C,Pisa,4,5
CISCO TEAM,Prati,C,Cagliari,3,6
CISCO TEAM,Marchwinski,C,Lecce,1,1
CISCO TEAM,Paz N.,C,Como,21,30
CISCO TEAM,Berardi,A,Sassuolo,24,21
CISCO TEAM,Vlahovic,A,Juventus,21,15
CISCO TEAM,Cancellieri,A,Lazio,3,14
CISCO TEAM,Ferguson E.,A,Roma,19,16
CISCO TEAM,Giovane,A,Napoli,1,17
FC Plasmon,Perin,P,Juventus,1,3
FC Plasmon,Provedel,P,Lazio,12,17
FC Plasmon,Martin,D,Genoa,10,14
FC Plasmon,Miranda J.,D,Bologna,9,11
FC Plasmon,Angelino,D,Roma,8,7
FC Plasmon,Cambiaso,D,Juventus,15,10
FC Plasmon,Dodò,D,Fiorentina,11,6
FC Plasmon,Tiago Gabriel,D,Lecce,1,9
FC Plasmon,Pulisic,C,Milan,28,31
FC Plasmon,Malinovskyi,C,Genoa,7,12
FC Plasmon,Akpa Akpro,C,Verona,1,2
FC Plasmon,Zerbin,C,Cremonese,3,6
FC Plasmon,Ndour,C,Fiorentina,2,6
FC Plasmon,Paz N.,C,Como,20,30
FC Plasmon,Kean,A,Fiorentina,31,18
Piovra73,Sportiello,P,Atalanta,1,1
Piovra73,Terracciano,P,Milan,1,1
Piovra73,Maignan,P,Milan,16,20
Piovra73,Cambiaso,D,Juventus,15,10
Piovra73,Tavares N.,D,Lazio,12,6
Piovra73,Terracciano F.,D,Cremonese,5,11
Piovra73,Marcandalli,D,Genoa,2,6
Piovra73,Tiago Gabriel,D,Lecce,1,9
Piovra73,Veiga D.,D,Lecce,2,5
Piovra73,Canestrelli,D,Pisa,3,5
Piovra73,Zaccagni,C,Lazio,26,14
Piovra73,Modric,C,Milan,12,19
Piovra73,Tramoni M.,C,Pisa,12,9
Piovra73,Asllani *,C,Torino,4,3
Piovra73,Kaba *,C,Lecce,1,3
Piovra73,Paz N.,C,Como,20,30
Piovra73,Vandeputte,C,Cremonese,12,13
Piovra73,Sorensen O.,C,Parma,5,7
Piovra73,Berardi,A,Sassuolo,24,21
Piovra73,Kean,A,Fiorentina,31,18
Piovra73,Martinez L.,A,Inter,27,34
Piovra73,Ekuban,A,Genoa,2,9
Piovra73,Giovane,A,Napoli,1,17
Leonte FC,Perin,P,Juventus,1,3
Leonte FC,Di Gregorio,P,Juventus,16,16
Leonte FC,Nava,P,Cremonese,1,1
Leonte FC,Djimsiti,D,Atalanta,6,5
Leonte FC,Bastoni,D,Inter,16,17
Leonte FC,Bremer,D,Juventus,17,13
Leonte FC,Pavlovic,D,Milan,12,15
Leonte FC,Dodò,D,Fiorentina,11,6
Leonte FC,Coulibaly W.,D,Sassuolo,1,1
Leonte FC,Canestrelli,D,Pisa,3,5
Leonte FC,Pulisic,C,Milan,28,31
Leonte FC,McTominay,C,Napoli,26,25
Leonte FC,Estevez,C,Parma,2,5
Leonte FC,Vranckx,C,Sassuolo,2,3
Leonte FC,Basic,C,Lazio,1,14
Leonte FC,Ndour,C,Fiorentina,2,6
Leonte FC,Hojholt,C,Pisa,1,2
Leonte FC,Vergara,C,Napoli,6,2
Leonte FC,Martinez L.,A,Inter,36,34
Leonte FC,Leao,A,Milan,26,30
Leonte FC,Cancellieri,A,Lazio,3,14
Leonte FC,Soulè,A,Roma,20,26
Leonte FC,Stulic,A,Lecce,8,8
Concali Craboni FC,Provedel,P,Lazio,12,17
Concali Craboni FC,Furlanetto,P,Lazio,1,1
Concali Craboni FC,Mandas *,P,Lazio,3,1
Concali Craboni FC,Dimarco,D,Inter,27,29
Concali Craboni FC,Akanji,D,Inter,10,11
Concali Craboni FC,Mina,D,Cagliari,7,8
Concali Craboni FC,Baschirotto,D,Cremonese,8,13
Concali Craboni FC,Palestra,D,Cagliari,4,15
Concali Craboni FC,Valle,D,Como,6,8
Concali Craboni FC,Canestrelli,D,Pisa,3,5
Concali Craboni FC,Barella,C,Inter,14,17
Concali Craboni FC,Pulisic,C,Milan,28,31
Concali Craboni FC,Zambo Anguissa,C,Napoli,15,19
Concali Craboni FC,Vranckx,C,Sassuolo,4,3
Concali Craboni FC,Berisha M.,C,Lecce,3,13
Concali Craboni FC,Akinsanmiro,C,Pisa,3,7
Concali Craboni FC,Paz N.,C,Como,21,30
Concali Craboni FC,Tourè I.,C,Pisa,6,10
Concali Craboni FC,Bonazzoli,A,Cremonese,13,20
Concali Craboni FC,Simeone,A,Torino,18,19
Concali Craboni FC,Esposito Se.,A,Cagliari,7,16
Concali Craboni FC,David,A,Juventus,27,13
Concali Craboni FC,Douvikas,A,Como,9,21
LEONE,Meret,P,Napoli,16,8
LEONE,Milinkovic-Savic V.,P,Napoli,4,19
LEONE,Contini,P,Napoli,1,1
LEONE,Bremer,D,Juventus,13,13
LEONE,Pavlovic,D,Milan,7,15
LEONE,Cambiaso,D,Juventus,15,10
LEONE,Dodò,D,Fiorentina,11,6
LEONE,Bisseck,D,Inter,5,10
LEONE,Kempf,D,Como,6,14
LEONE,Wesley,D,Roma,14,16
LEONE,Adopo,C,Cagliari,6,6
LEONE,Saelemaekers,C,Milan,12,19
LEONE,Tramoni M.,C,Pisa,12,9
LEONE,Aebischer,C,Pisa,4,5
LEONE,Ederson D.S.,C,Atalanta,9,10
LEONE,Paz N.,C,Como,28,30
LEONE,Atta,C,Udinese,6,16
LEONE,Stanciu *,C,Genoa,8,1
LEONE,Berardi,A,Sassuolo,24,21
LEONE,Simeone,A,Torino,11,19
LEONE,Piccoli,A,Fiorentina,17,9
LEONE,Davis K.,A,Udinese,12,24
LEONE,Kilicsoy,A,Cagliari,6,12
XLiverpuh,Svilar,P,Roma,15,19
XLiverpuh,Vasquez D.,P,Roma,1,1
XLiverpuh,Zelezny,P,Roma,1,1
XLiverpuh,Pezzella Giu.,D,Cremonese,5,4
XLiverpuh,Lykogiannis,D,Bologna,5,2
XLiverpuh,Gutierrez,D,Napoli,6,3
