round,fantateam,module,portiere,difensori,centrocampisti,attaccanti,panchina,capitano,vice_capitano,base_total,mod_difesa,mod_capitano,predicted_total
25,ROCKY 3,4-3-3,Milinkovic-Savic V.,Palestra;Wesley;Tomori;Martin,Paz N.;Rabiot;Ederson D.S.,Martinez L.;Douvikas;Berardi,Meret;Solomon;Norton-Cuffy;Ilkhan;Frendrup;Rovella;Pavoletti,Martinez L.,Berardi,81.34,1.0,0.0,82.34
25,Real Mellandro,3-4-3,Maignan,Barbieri;Norton-Cuffy;Smolcic I.,Pulisic;Paz N.;Zaniolo;Zaccagni,Malen;Martinez L.;Berardi,Terracciano;Yildiz;Ilkhan;Meister;Marcandalli;Tiago Gabriel;Aebischer,Malen,Zaniolo,83.02,0.0,0.0,83.02
25,Riccardigno,3-4-3,Maignan,Kempf;Valeri;Tiago Gabriel,Pulisic;Paz N.;Zaniolo;Isaksen,Douvikas;Kilicsoy;Bonazzoli,Terracciano;Politano;David;Brescianini;Gosens;Zaragoza;Aboukhlal,Pulisic,Paz N.,82.19,0.0,0.0,82.19
25,SAGATU,3-4-3,Martinez Jo.,Terracciano F.;Cambiaso;Bianchetti,Pulisic;Baturina;Atta;McKennie,Martinez L.;Giovane;Pinamonti,Sommer;Kean;Zerbin;David;Prati;Gosens;Lovric,Martinez L.,McKennie,78.63,0.0,0.0,78.63
25,SILVEDO,3-4-3,Maignan,Palestra;Idrissi R.;Terracciano F.,Paz N.;Zaniolo;Orsolini;Folorunsho,Martinez L.;Berardi;David,Terracciano;Vasquez;Grassi;Djimsiti;Pisilli;Zapata D.;Dodò,David,Zaniolo,80.09,0.0,0.0,80.09
25,SMOG,3-4-3,Milinkovic-Savic V.,Kempf;Delprato;Martin,Paz N.;Zaniolo;McKennie;Odgaard,Martinez L.;Kilicsoy;Esposito Se.,Meret;Kean;Terracciano F.;David;Gudmundsson A.;Tourè I.;Ehizibue,Martinez L.,Milinkovic-Savic V.,80.92,0.0,0.0,80.92
25,SPARROW,4-3-3,Maignan,Dimarco;Palestra;Wesley;Valeri,Paz N.;McTominay;McKennie,Malen;Martinez L.;Esposito F.P.,Terracciano;Martin;Iannoni;David;Gudmundsson A.;Bellanova;Ilkhan,Martinez L.,Dimarco,86.59,2.0,0.0,88.59
25,SPERA EBBASTA,3-4-3,Martinez Jo.,Wesley;Valeri;Obert,Pulisic;Paz N.;Rabiot;Konè I.,Martinez L.;Hojlund;Kean,Sommer;Zerbin;Bellanova;Ilkhan;Tiago Gabriel;Marianucci;Dodò,Kean,Hojlund,80.63,0.0,0.0,80.63
25,SPOSTATI,3-4-3,De Gea,Palestra;Valle;Mina,Pulisic;Paz N.;Mazzitelli;Isaksen,Martinez L.;Leao;Hojlund,Lezzerini;Vergara;Kuhn;Martin;Bellanova;Tramoni M.;Ferguson,Martinez L.,Palestra,82.32,0.0,0.0,82.32
25,Sarzanello Team,3-4-3,Maignan,Scalvini;Wesley;Martin,Paz N.;Atta;Ekkelenkamp;Sucic P.,Martinez L.;Esposito F.P.;Yildiz,Terracciano;Esposito Se.;Casadei;Pasalic;Adopo;Barbieri;Sergi Roberto,Martinez L.,Esposito F.P.,81.01,0.0,0.0,81.01
25,Scarzooka,3-4-3,Di Gregorio,Akanji;Vojvoda;Norton-Cuffy,Pulisic;Calhanoglu;Da Cunha;Isaksen,Malen;Martinez L.;Douvikas,Perin;Njie;Zalewski;Kean;Adopo;Lazaro;Tiago Gabriel,Martinez L.,Malen,84.16,0.0,0.0,84.16
25,Sciabolata Classica,3-5-2,Svilar,Martin;Bellanova;Angori,Paz N.;Zielinski;McTominay;Vlasic;Vergara,Hojlund;Berardi,Perin;Kean;David;Zapata D.;Zè Pedro;Tavares N.;Sala A.,Vergara,Zielinski,78.75,0.0,0.0,78.75
25,SerSi-FC,3-5-2,Martinez Jo.,Palestra;Valle;Ostigard,Pulisic;Paz N.;McTominay;Rabiot;Atta,Douvikas;Hojlund,Sommer;Scamacca;Malinovskyi;Tomori;Martin;Adopo;Cambiaso,McTominay,Palestra,83.67,0.0,0.0,83.67
25,Sisal Palace,3-4-3,Svilar,Akanji;Tomori;Kristensen T.,Pulisic;Barella;McKennie;Iannoni,Douvikas;Thuram;Hojlund,Vasquez D. *;Scamacca;Zerbin;Thuram K.;Adopo;Dallinga;Cambiaso,Pulisic,Hojlund,79.47,0.0,0.0,79.47
25,Tana delle Tigri,3-4-3,Carnesecchi,Dimarco;Solet;Martin,Pulisic;Paz N.;McTominay;Atta,Martinez L.;Leao;Berardi,Perin;Zerbin;David;Barbieri;Bellanova;Diouf;Ilkhan,Martinez L.,Solet,86.44,0.0,0.0,86.44
25,Temptation Haaland,3-5-2,Maignan,Dimarco;Valeri;Barbieri,Pulisic;Baturina;Paz N.;McTominay;Vergara,Malen;Martinez L.,Terracciano;Zerbin;David;Bellanova;Lazaro;Pavoletti;Walukiewicz,Malen,Martinez L.,87.93,0.0,0.0,87.93
25,TomMat-iga,3-4-3,Maignan,Ramon;Martin;Bellanova,Pulisic;Paz N.;McTominay;Orsolini,Malen;Martinez L.;Thuram,Terracciano;Scamacca;Vergara;Folorunsho;El Shaarawy;Tiago Gabriel;Gosens,Malen,McTominay,86.19,0.0,0.0,86.19
25,XLiverpuh,3-4-3,Svilar,Palestra;Kempf;Valle,Pulisic;Paz N.;Zielinski;Zaniolo,Martinez L.;Kilicsoy;Hojlund,Zelezny;Atta;Yildiz;Gutierrez;Terracciano F.;Prati;Dia,Hojlund,Pulisic,85.74,0.0,0.0,85.74
25,buttiglia25,3-4-3,Svilar,Idrissi R.;Dumfries;Martin,Pulisic;McTominay;Zaccagni;Zerbin,Thuram;Hojlund;Yildiz,Vasquez D. *;Bellanova;Tiago Gabriel;Juan Jesus;Tameze;Pavoletti;Harroui,Hojlund,Yildiz,78.94,0.0,0.0,78.94
25,coach 71,3-4-3,Maignan,Dumfries;Terracciano F.;Miranda J.,Paz N.;Zielinski;Zaniolo;Malinovskyi,Malen;Hojlund;Nkunku,Milinkovic-Savic V.;Giovane;Kean;Adopo;Norton-Cuffy;N'Dicka;Ilkhan,Malen,Zielinski,81.89,0.0,0.0,81.89
25,i bro,3-4-3,Svilar,Mina;Bernasconi;Lazaro,Pulisic;McTominay;McKennie;Mkhitaryan,Douvikas;Thuram;Hojlund,Vasquez D. *;Esposito Se.;Folorunsho;Zerbin;Miretti;Tiago Gabriel;Zemura,Thuram,Hojlund,80.15,0.0,0.0,80.15
25,i fratelli merda,3-4-3,Carnesecchi,Idrissi R.;Belghali;Zappa,Paz N.;Bernabè;Loftus-Cheek;Da Cunha,Martinez L.;Yildiz;Esposito Se.,Terracciano;Barella;De Winter;Dumfries;Colombo;Solomon;Zerbin,Martinez L.,Yildiz,80.56,0.0,0.0,80.56
25,kalashnikov,4-4-2,Pessina Mas.,Pavlovic;Rrahmani;Mina;Dumfries,Pulisic;McTominay;Zaniolo;Adzic,Douvikas;Scamacca,Skorupski;Solomon;Kean;Messias;Gudmundsson A.;Cambiaso;Meister,Scamacca,Pulisic,79.31,0.0,0.0,79.31
25,lagg,3-5-2,Maignan,Wesley;Martin;Miranda J.,Paz N.;Da Cunha;McKennie;Malinovskyi;Zaccagni,Scamacca;Kean,Terracciano;David;Zapata D.;Heggem;Olivera;Pavoletti;Nkounkou,Paz N.,Wesley,75.04,0.0,0.0,75.04
25,mezzebirre,3-4-3,Maignan,Kempf;Holm;Wesley,Pulisic;Neres;Odgaard;Zaccagni,Davis K.;Leao;Addai,Caprile;Beukema;Sanabria;Hermoso;Barbieri;Diouf;Zarraga,Leao,Pulisic,80.45,0.0,0.0,80.45
25,pacho team,3-4-3,Milinkovic-Savic V.,Ramon;Mina;Valeri,Baturina;Paz N.;Atta;McKennie,Martinez L.;Hojlund;Pellegrino M.,Caprile;Yildiz;Baschirotto;Strefezza;Martin;Zerbin;Marcandalli,Paz N.,Baturina,82.83,0.0,0.0,82.83
25,puerto rosso blu,3-4-3,Pessina Mas.,Palestra;Vojvoda;Wesley,McTominay;Saelemaekers;Vergara;Malinovskyi,Douvikas;Thuram;Esposito Se.,Skorupski;Scamacca;Gutierrez;Folorunsho;Gudmundsson A.;Zemura;Walukiewicz,Thuram,Palestra,79.79,0.0,0.0,79.79
25,real donk,3-4-3,Svilar,Vojvoda;Wesley;Ostigard,Pulisic;Zaniolo;Pasalic;Thuram K.,Kilicsoy;Esposito F.P.;Pellegrino M.,Torriani;Nkunku;Krstovic;Prati;Bertola;Diouf;Lucumì,Esposito F.P.,Zaniolo,78.73,0.0,0.0,78.73
25,scarsenal,3-4-3,Caprile,Pavlovic;Ramon;Kristensen T.,McTominay;Atta;Orsolini;Saelemaekers,Malen;Martinez L.;Scamacca,Sherri;Rodriguez Je.;McKennie;Pinamonti;Lobotka;Zerbin;Norton-Cuffy,Martinez L.,McTominay,82.22,0.0,0.0,82.22
26,A.C.TUA CUCS,3-4-3,Sommer,Kempf;Martin;Marcandalli,Pulisic;Calhanoglu;McKennie;Paz N.,Martinez L.;Leao;Yildiz,Perin;Zaniolo;Prati;Barbieri;Tiago Gabriel;Valeri;Ilkhan,Martinez L.,Pulisic,82.64,0.0,0.0,82.64
26,AC DENTI,3-5-2,Martinez Jo.,Gosens;Cambiaso;Norton-Cuffy,Pulisic;Orsolini;McTominay;McKennie;Paz N.,Martinez L.;Yildiz,Sommer;Hojlund;Doig;Politano;Terracciano F.;Karlstrom;Tiago Gabriel,Martinez L.,McTominay,81.4,0.0,0.0,81.4
26,Antibro,3-4-3,Svilar,Dimarco;Martin;Vasquez,Pulisic;Malinovskyi;Paz N.;Vlasic,Martinez L.;Berardi;Esposito Se.,Nava;Pedro;Cambiaso;Dodò;Vitik;Meister;Sala A.,Martinez L.,Paz N.,84.13,0.0,0.0,84.13
26,BANDITI,3-4-3,De Gea,Martin;Muharemovic;Norton-Cuffy,Pulisic;Rabiot;Calhanoglu;Paz N.,Martinez L.;Soulè;Douvikas,Lezzerini;Prati;Valeri;Aebischer;Joao Mario;Pavoletti;Canestrelli,Martinez L.,Soulè,81.11,0.0,0.0,81.11
26,BARAKALLAHOUFIK,3-4-3,Milinkovic-Savic V.,Palestra;Gosens;Cambiaso,Pulisic;Orsolini;Paz N.;Rowe,Malen;Scamacca;Kean,Provedel;Douvikas;Nicolussi Caviglia;Norton-Cuffy;Doig;Bellanova;Ilkhan,Malen,Pulisic,84.13,0.0,0.0,84.13
26,BOBONE32,3-4-3,De Gea,Pavlovic;Ramon;Norton-Cuffy,Zielinski;Saelemaekers;McTominay;Paz N.,Martinez L.;Berardi;Leao,Lezzerini;Douvikas;Maldini;Tiago Gabriel;Gallo;Aebischer;Canestrelli,Martinez L.,McTominay,81.31,0.0,0.0,81.31
26,BinuSpuntu,3-4-3,Martinez Jo.,Belghali;Terracciano F.;Pongracic,Saelemaekers;McTominay;McKennie;Paz N.,Martinez L.;Solomon;Hojlund,Sommer;Atta;David;Da Cunha;Valeri;Akinsanmiro;Canestrelli,McKennie,Martinez L.,77.93,0.0,0.0,77.93
26,Boiali,3-4-3,Maignan,Ghilardi;Vasquez;Ramon,Orsolini;McTominay;Paz N.;Zaniolo,Malen;Martinez L.;Kean,Terracciano;Douvikas;Zaccagni;Tramoni M.;Tiago Gabriel;Delprato;Canestrelli,Martinez L.,Paz N.,83.48,0.0,0.0,83.48
26,CISCO TEAM,3-4-3,Terracciano,Bremer;Cambiaso;Norton-Cuffy,Pulisic;Paz N.;Pellegrini Lo.;Mazzitelli,Martinez L.;Berardi;Ferguson E.,Milinkovic-Savic V.;Cancellieri;Doig;Prati;Maldini;Tiago Gabriel;Valeri,Martinez L.,Bremer,82.59,0.0,0.0,82.59
26,CLAN,3-4-3,Di Gregorio,Wesley;Gutierrez;Comuzzo,Modric;Malinovskyi;McTominay;Baturina,Malen;Thuram;Solomon,Perin;Hojlund;Zalewski;Baldanzi;Bernardeschi;Nicolussi Caviglia;Lazaro,Malen,Malen,82.51,0.0,0.0,82.51
26,Collocolo Team,3-4-3,Martinez Jo.,N'Dicka;Rrahmani;Belghali,Pulisic;McTominay;Baturina;Gudmundsson A.,Martinez L.;Leao;Kean,Sommer;Pellegrino M.;Basic;Norton-Cuffy;Doig;Valeri;Pierotti,Martinez L.,McTominay,81.76,0.0,0.0,81.76
26,Concali Craboni FC,3-4-3,Provedel,Dimarco;Palestra;Akanji,Pulisic;Zambo Anguissa;Paz N.;Berisha M.,Douvikas;Esposito Se.;David,Motta;Barella;Moreo;Mina;Bonazzoli;Baschirotto;Valle,Paz N.,Dimarco,81.5,0.0,0.0,81.5
26,CuginiDiCampagna,3-4-3,Carnesecchi,Wesley;Ramon;Muharemovic,Pulisic;Orsolini;Zaniolo;Nicolussi Caviglia,Martinez L.;Kean;Pinamonti,Sportiello;David;Adopo;Tiago Gabriel;Pongracic;Joao Mario;Frese,Martinez L.,Orsolini,80.42,0.0,0.0,80.42
26,DEEDPULLY,3-4-3,Svilar,Dimarco;De Winter;Mina,Pulisic;Orsolini;Loftus-Cheek;Zalewski,Berardi;Raspadori;Kilicsoy,Vasquez D. *;Esposito Se.;Zaniolo;Iannoni;David;Muharemovic;Maldini,Orsolini,Dimarco,85.18,0.0,0.0,85.18
26,DonBosko46,3-4-3,Martinez Jo.,Mancini;Cambiaso;Vojvoda,Pulisic;Orsolini;Saelemaekers;McTominay,Martinez L.;Hojlund;De Ketelaere,Sommer;Berisha M.;Iannoni;Vlahovic;Vergara;Bellanova;Maldini,Martinez L.,Hojlund,80.73,0.0,0.0,80.73
26,Due Amici al Var,3-4-3,Di Gregorio,Wesley;Tomori;Dodò,Orsolini;McTominay;Paz N.;Zaniolo,Malen;Martinez L.;Kean,Perin;David;Prati;Maldini;Tiago Gabriel;Diouf;Joao Mario,Malen,Martinez L.,83.39,0.0,0.0,83.39
26,EquipoA,4-3-3,Martinez Jo.,Palestra;Dumfries;Zappacosta;Rrahmani,Pulisic;Orsolini;Paz N.,Malen;Martinez L.;Berardi,Milinkovic-Savic V.;Yildiz;Ramon;Zaccagni;Ndour;Bellanova;Maldini,Pulisic,Orsolini,86.06,1.0,0.0,87.06
26,Evergreen,4-4-2,De Gea,Dimarco;Palestra;Ostigard;Hermoso,Zielinski;Gudmundsson A.;Zalewski;Iannoni,David;Ekhator,Lezzerini;Sucic P.;Kossounou;Buongiorno;Politano;Harroui;Ilkhan,David,Dimarco,78.03,1.0,0.0,79.03
26,F.C Pennic Hellas,3-4-3,Milinkovic-Savic V.,Dimarco;Muharemovic;Norton-Cuffy,Zaniolo;Atta;Vlasic;Ederson D.S.,Martinez L.;Esposito F.P.;Hojlund,Caprile;David;Giovane;Basic;Dodò;Zaccagni;Valle,Martinez L.,Dimarco,79.07,0.0,0.0,79.07
26,FC Buttarighe,3-4-3,Terracciano,Kalulu;Mina;Norton-Cuffy,Pulisic;Modric;Zielinski;McTominay,Malen;Martinez L.;Esposito F.P.,De Gea;Paz N.;Zalewski;El Shaarawy;Boga;Dodò;Rodriguez Je.,Martinez L.,Malen,86.09,0.0,0.0,86.09
26,FC Galli,3-4-3,Svilar,Akanji;Kalulu;Doig,Pulisic;Zielinski;Malinovskyi;Pasalic,Martinez L.;Leao;Hojlund,Scuffet;Pedro;Basic;Folorunsho;Bellanova;Moro L.;Kristensen T.,Martinez L.,Zielinski,82.79,0.0,0.0,82.79
26,FC Plasmon,4-3-3,Provedel,Dimarco;Martin;Cambiaso;Miranda J.,Pulisic;Malinovskyi;Paz N.,Malen;Martinez L.;Kean,Perin;David;Dodò;Ndour;Angelino;Maldini;Venturino,Martinez L.,Malen,86.13,1.0,0.0,87.13
26,FC Spiaze,3-4-3,Di Gregorio,Dimarco;Palestra;Norton-Cuffy,Pulisic;Paz N.;Ricci S.;Iannoni,Martinez L.;Hojlund;De Ketelaere,Perin;Vergara;Leris;Beukema;Rodriguez Je.;Bernede;Tiago Gabriel,Martinez L.,De Ketelaere,82.23,0.0,0.0,82.23
26,Fc Cortomuso,3-4-3,Milinkovic-Savic V.,Pavlovic;Palestra;Martin,Pulisic;Orsolini;Malinovskyi;McTominay,Malen;Martinez L.;Leao,Meret;Kean;Paz N.;Dodò;Bellanova;Maldini;Venturino,Martinez L.,Malen,88.32,0.0,0.0,88.32
26,Fc nipiri,4-3-3,Milinkovic-Savic V.,Akanji;Scalvini;Gosens;Di Lorenzo,Orsolini;Paz N.;Thuram K.,Berardi;Bonny;David,Meret;Solet;Doig;Musah;Karlstrom;Pavoletti;Gineitis,Paz N.,Orsolini,78.26,1.0,0.0,79.26
26,Giubbentus,3-4-3,Maignan,Norton-Cuffy;Obert;Tiago Gabriel,Pulisic;McKennie;Zaniolo;Zaccagni,Martinez L.;Scamacca;Vlahovic,Terracciano;David;Folorunsho;Prati;Stulic;Aebischer;Canestrelli,Martinez L.,Scamacca,78.53,0.0,0.0,78.53
26,HeineKean,3-4-3,Svilar,Ramon;Cambiaso;Bellanova,Loftus-Cheek;McTominay;Gudmundsson A.;Conceicao,Thuram;Hojlund;David,Vasquez D. *;Fagioli;Vergara;Obert;Prati;Angori;Cheddira,Thuram,David,76.52,0.0,0.0,76.52
26,Hellas merdona,3-4-3,De Gea,Mancini;Dumfries;Norton-Cuffy,Pulisic;Malinovskyi;Paz N.;Adopo,Malen;Martinez L.;Leao,Lezzerini;Kilicsoy;Terracciano F.;Marusic;Tiago Gabriel;Elmas;Lazaro,Martinez L.,Paz N.,83.68,0.0,0.0,83.68
26,I COMPARI,3-4-3,Caprile,Martin;Solet;Dodò,Pulisic;McTominay;Baturina;Paz N.,Malen;Martinez L.;Leao,Scuffet;Soulè;Adzic;Zaragoza;Vergara;Bellanova;Terracciano F.,Martinez L.,McTominay,84.84,0.0,0.0,84.84
26,I Cigni,3-4-3,Martinez Jo.,Hermoso;Norton-Cuffy;Dodò,Baturina;Isaksen;Rowe;Vergara,Malen;Martinez L.;Berardi,Sommer;Folorunsho;Doig;Ndour;Valle;Politano;Tramoni M.,Martinez L.,Malen,81.49,0.0,0.0,81.49
26,ISGOPPAISI2,3-4-3,Svilar,Kalulu;Rrahmani;Dodò,Calhanoglu;McTominay;Paz N.;Gudmundsson A.,Soulè;Scamacca;Bonny,Milinkovic-Savic V.;Kean;David;Vojvoda;Lucumì;Adopo;Maldini,Scamacca,Soulè,80.16,0.0,0.0,80.16
26,Imperatori del culo,3-4-3,Maignan,Bastoni;Ostigard;Cambiaso,Pulisic;Orsolini;Gudmundsson A.;Vergara,Malen;Martinez L.;Kean,Terracciano;David;Bellanova;Adopo;Tramoni M.;Vitik;Tiago Gabriel,Martinez L.,Orsolini,85.94,0.0,0.0,85.94
26,Ipa Bali,3-4-3,Maignan,Ostigard;Martin;Luperto,Pulisic;Malinovskyi;McTominay;Paz N.,Malen;Martinez L.;Berardi,Terracciano;Zaragoza;Vergara;Ramon;Doig;Maldini;Frattesi,Martinez L.,Berardi,87.08,0.0,0.0,87.08
26,KARABE 1975,3-4-3,Pessina Mas.,Pavlovic;Idrissi R.;Zappacosta,Zielinski;Baturina;Gudmundsson A.;Thorstvedt,Scamacca;Kean;Colombo,Skorupski;Hojlund;Esposito Se.;Ederson D.S.;Ndour;Karlstrom;Marusic,Zielinski,Scamacca,78.81,0.0,0.0,78.81
26,Kung-Fu Pandev,3-4-3,Martinez Jo.,Wesley;Norton-Cuffy;Doig,McKennie;Paz N.;Vlasic;Conceicao,Soulè;Kean;Hojlund,Sommer;David;Zaragoza;Politano;Maldini;Tiago Gabriel;Bowie,Hojlund,Soulè,77.48,0.0,0.0,77.48
26,LE 4 M,3-4-3,Di Gregorio,Palestra;Dumfries;Martin,Pulisic;Zielinski;McKennie;Paz N.,Martinez L.;Kean;Hojlund,Perin;Zaniolo;Solet;Ndour;Prati;Delprato;Joao Mario,McKennie,Martinez L.,81.81,0.0,0.0,81.81
26,LEONE,4-3-3,Milinkovic-Savic V.,Bremer;Pavlovic;Bisseck;Wesley,Saelemaekers;Paz N.;Atta,Berardi;Kilicsoy;Davis K.,Meret;Simeone;Ederson D.S.;Kempf;Piccoli;Cambiaso;Dodò,Bremer,Pavlovic,81.54,1.0,0.0,82.54
26,Leonte FC,3-4-3,Di Gregorio,Bremer;Pavlovic;Bastoni,Pulisic;McTominay;Vergara;Basic,Martinez L.;Leao;Soulè,Perin;Cancellieri;Dodò;Ndour;Stulic;Djimsiti;Vranckx,Martinez L.,Bastoni,82.96,0.0,0.0,82.96
26,Lions,3-5-2,Di Gregorio,Gosens;Cambiaso;Bellanova,Pulisic;Loftus-Cheek;McTominay;Paz N.;Pasalic,Thuram;Douvikas,Perin;Cancellieri;Ndour;Prati;Provstgaard;Tiago Gabriel;Moro L.,McTominay,Gosens,77.93,0.0,0.0,77.93
26,Longobarda,3-4-3,Maignan,Akanji;Vasquez;Cambiaso,Konè M.;McTominay;Paz N.;Baldanzi,Berardi;Soulè;Solomon,Terracciano;Kean;Dybala;Vergara;Dodò;Zemura;Miller L.,Cambiaso,Berardi,79.84,0.0,0.0,79.84
26,LosPollosHermanos,3-4-3,Maignan,Dimarco;Dumfries;Bellanova,Zielinski;Orsolini;McTominay;McKennie,Malen;Raspadori;Pinamonti,Terracciano;Atta;El Shaarawy;Boga;Bernardeschi;Ekkelenkamp;Meister,McTominay,Orsolini,86.48,0.0,0.0,86.48
26,Lunarossa,3-4-3,Martinez Jo.,Bartesaghi;Wesley;Mina,Pulisic;McTominay;Baturina;Paz N.,Martinez L.;Yildiz;Hojlund,Sommer;Tiago Gabriel;Elmas;Lazaro;Ilkhan;Strefezza;Tavares N.,Martinez L.,Hojlund,82.83,0.0,0.0,82.83
26,MARCIO TEAM,3-4-3,Di Gregorio,Palestra;Hermoso;Gosens,Pulisic;Orsolini;McTominay;Paz N.,Malen;Martinez L.;Berardi,Perin;Solomon;El Shaarawy;Muharemovic;Norton-Cuffy;Ndour;Obert,Malen,Palestra,86.66,0.0,0.0,86.66
26,Malmö FF,3-4-3,Di Gregorio,Wesley;De Winter;Bellanova,Modric;Malinovskyi;McTominay;Zaragoza,Martinez L.;Berardi;Bonny,Perin;Esposito Se.;Piccoli;Ekkelenkamp;Coulibaly L.;El Aynaoui;Comuzzo,Modric,Berardi,80.53,0.0,0.0,80.53
26,Mapoitta,3-4-3,Martinez Jo.,Gosens;Zappacosta;Cambiaso,Malinovskyi;McTominay;McKennie;Paz N.,Leao;Thuram;Scamacca,Sommer;Zaniolo;Ekhator;Boga;Moro N.;Vojvoda;Bellanova,Scamacca,McTominay,79.66,0.0,0.0,79.66
26,Nastro Azzurro,3-4-3,Svilar,Gabbia;Gosens;Obert,Pulisic;McTominay;McKennie;Baturina,Malen;Martinez L.;Kean,Gollini;Paz N.;David;Vergara;Prati;Angori;Veiga D.,Martinez L.,McTominay,85.21,0.0,0.0,85.21
26,Non troppo cattivi,4-4-2,Svilar,Dimarco;Martin;Muharemovic;Norton-Cuffy,Pulisic;Orsolini;McTominay;Paz N.,Malen;Martinez L.,Perin;Ndour;Prati;Moro L.;Diouf;Bianchetti;Niasse,Martinez L.,Malen,86.92,1.0,0.0,87.92
26,OnlyFans,3-4-3,Carnesecchi,Palestra;Martin;Gosens,Pulisic;McTominay;Zaniolo;Thuram K.,Berardi;Leao;Thuram,Sportiello;Kouamè *;Mina;Dodò;Adopo;Terracciano F.;Tourè I.,Pulisic,McTominay,82.27,0.0,0.0,82.27
26,PEAKY BLINDERS,3-4-3,Di Gregorio,Martin;Norton-Cuffy;Dodò,Pulisic;Rabiot;Paz N.;Zaniolo,Martinez L.;Hojlund;David,Perin;Bellanova;Adopo;Maldini;Barbieri;Moro L.;Valeri,Martinez L.,David,79.48,0.0,0.0,79.48
26,Peaky Tunas,3-4-3,Di Gregorio,Bastoni;Di Lorenzo;Obert,Pulisic;Konè I.;Paz N.;Barella,Martinez L.;Leao;Yildiz,Perin;Terracciano F.;Piotrowski;Angori;Tiago Gabriel;Meister;Pavoletti,Martinez L.,Paz N.,81.7,0.0,0.0,81.7
26,Pi-Ciaccio,3-4-3,Maignan,Bremer;Mancini;Martin,Rabiot;McTominay;Paz N.;Atta,Martinez L.;Colombo;Douvikas,Terracciano;Esposito Se.;David;Mina;Bellanova;Gutierrez;Prati,Martinez L.,McTominay,81.26,0.0,0.0,81.26
26,Piovra73,3-4-3,Maignan,Cambiaso;Marcandalli;Terracciano F.,Orsolini;McTominay;Paz N.;Mazzitelli,Martinez L.;Berardi;Kean,Terracciano;Giovane;Vergara;Tiago Gabriel;Diouf;Liteta;Canestrelli,Kean,Martinez L.,79.98,0.0,0.0,79.98
26,Plu-Team,3-4-3,Di Gregorio,Bartesaghi;Wesley;Martin,Pulisic;Orsolini;Saelemaekers;Paz N.,Martinez L.;Bonny;Esposito F.P.,Perin;Adzic;Gosens;Bernasconi;Da Cunha;Bellanova;Moro L.,Martinez L.,Orsolini,82.91,0.0,0.0,82.91
26,Pro secco,3-4-3,Maignan,Zappa;Vojvoda;Doig,Pulisic;Orsolini;McTominay;Paz N.,Martinez L.;Hojlund;Douvikas,Terracciano;Vlasic;Nicolussi Caviglia;Hien;Terracciano F.;Tiago Gabriel;Moro L.,Martinez L.,Hojlund,80.58,0.0,0.0,80.58
26,ProPro Proibito,3-4-3,Terracciano,Rrahmani;Luperto;Tiago Gabriel,McTominay;Paz N.;Zalewski;Zaniolo,Martinez L.;Kilicsoy;David,Martinez Jo.;Cristante;Thuram K.;Vergara;Vardy;Meister;Valeri,Martinez L.,McTominay,77.39,0.0,0.0,77.39
26,ROCKY 3,4-3-3,Milinkovic-Savic V.,Wesley;Palestra;Tomori;Martin,Rabiot;Paz N.;Ederson D.S.,Martinez L.;Berardi;Solomon,Meret;Douvikas;Frendrup;Norton-Cuffy;Joao Mario;Koopmeiners;Ilkhan,Martinez L.,Berardi,81.64,1.0,0.0,82.64
26,Real Mellandro,3-4-3,Maignan,Norton-Cuffy;Marcandalli;Barbieri,Pulisic;Paz N.;Zaniolo;Zaccagni,Malen;Martinez L.;Berardi,Terracciano;Yildiz;Maldini;Tiago Gabriel;Meister;Aebischer;Ilkhan,Malen,Zaniolo,83.57,0.0,0.0,83.57
26,Riccardigno,3-4-3,Maignan,Kempf;Gosens;Doig,Pulisic;Paz N.;Zaniolo;Brescianini,Kilicsoy;Douvikas;David,Terracciano;Isaksen;Zaragoza;Bonazzoli;Politano;Tiago Gabriel;Valeri,David,Gosens,78.37,0.0,0.0,78.37
26,SAGATU,3-4-3,Martinez Jo.,Gosens;Cambiaso;Doig,Pulisic;McKennie;Baturina;Atta,Martinez L.;Kean;Pinamonti,Sommer;David;Giovane;Prati;Terracciano F.;Bianchetti;Canestrelli,Martinez L.,McKennie,80.01,0.0,0.0,80.01
26,SILVEDO,3-4-3,Maignan,Palestra;Idrissi R.;Vasquez,Orsolini;Paz N.;Zaniolo;Pisilli,Martinez L.;Berardi;David,Terracciano;Dodò;Folorunsho;Ndour;Terracciano F.;Djimsiti;Koopmeiners,David,Zaniolo,79.89,0.0,0.0,79.89
26,SMOG,3-4-3,Milinkovic-Savic V.,Kempf;Martin;Terracciano F.,McKennie;Odgaard;Paz N.;Gudmundsson A.,Martinez L.;Kilicsoy;Kean,Perin;Esposito Se.;Zaniolo;David;Tourè I.;Delprato;Joao Mario,Martinez L.,Milinkovic-Savic V.,78.99,0.0,0.0,78.99
26,SPARROW,3-4-3,Maignan,Dimarco;Wesley;Palestra,McTominay;McKennie;Paz N.;Gudmundsson A.,Malen;Martinez L.;Esposito F.P.,Terracciano;Iannoni;David;Martin;Dodò;Bellanova;Maldini,Martinez L.,Dimarco,87.86,0.0,0.0,87.86
