Team,Giocatore,Ruolo,Squadra,PrezzoAcquisto,PrezzoAttuale
CuginiDiCampagna,Orsolini,C,Bologna,30,24
CuginiDiCampagna,Pulisic,C,Milan,28,31
CuginiDiCampagna,Strefezza,C,Par,10,10
CuginiDiCampagna,Zaniolo,C,Udinese,11,20
CuginiDiCampagna,Frese,D,Verona,3,6
CuginiDiCampagna,Joao Mario,D,Juventus,1,2
CuginiDiCampagna,Muharemovic,D,Sassuolo,4,7
CuginiDiCampagna,Pongracic,D,Fiorentina,4,5
CuginiDiCampagna,Ramon,D,Como,4,12
CuginiDiCampagna,Tiago Gabriel,D,Lecce,1,9
CuginiDiCampagna,Wesley,D,Roma,15,16
CuginiDiCampagna,Carnesecchi,P,Atalanta,14,17
CuginiDiCampagna,Rossi F.,P,Atalanta,1,1
CuginiDiCampagna,Sportiello,P,Atalanta,1,1
DEEDPULLY,Berardi,A,Sassuolo,21,21
DEEDPULLY,David,A,Juventus,15,13
DEEDPULLY,Esposito Se.,A,Cagliari,17,16
DEEDPULLY,Kilicsoy,A,Cagliari,6,12
DEEDPULLY,Raspadori,A,Atalanta,15,15
DEEDPULLY,Iannoni,C,Sassuolo,1,5
DEEDPULLY,Ilkhan,C,Torino,1,2
DEEDPULLY,Loftus-Cheek,C,Milan,9,13
DEEDPULLY,Maldini,C,Atalanta,3,3
DEEDPULLY,Orsolini,C,Bologna,30,24
DEEDPULLY,Pulisic,C,Milan,28,31
DEEDPULLY,Zalewski,C,Atalanta,7,15
DEEDPULLY,Zaniolo,C,Udinese,15,20
DEEDPULLY,Biraghi,D,Torino,8,3
DEEDPULLY,De Winter,D,Milan,8,4
DEEDPULLY,Dimarco,D,Inter,31,29
DEEDPULLY,Joao Mario,D,Juventus,8,2
DEEDPULLY,Mina,D,Cagliari,12,8
DEEDPULLY,Muharemovic,D,Sassuolo,7,7
DEEDPULLY,Tavares N.,D,Lazio,12,6
DEEDPULLY,Gollini,P,Roma,1,1
DEEDPULLY,Svilar,P,Roma,15,19
DEEDPULLY,Vasquez D. *,P,Roma,1,1
DonBosko46,De Ketelaere,A,Atalanta,17,17
DonBosko46,Hojlund,A,Napoli,21,25
DonBosko46,Martinez L.,A,Inter,34,34
DonBosko46,Morata,A,Como,3,4
DonBosko46,Vlahovic,A,Juventus,21,15
DonBosko46,Berisha M.,C,Lecce,3,13
DonBosko46,Iannoni,C,Sassuolo,1,5
DonBosko46,Maldini,C,Atalanta,3,3
DonBosko46,McTominay,C,Napoli,24,25
DonBosko46,Orsolini,C,Bologna,31,24
DonBosko46,Pulisic,C,Milan,28,31
DonBosko46,Saelemaekers,C,Milan,12,19
DonBosko46,Vergara,C,Napoli,6,2
DonBosko46,Bellanova,D,Atalanta,13,6
DonBosko46,Cambiaso,D,Juventus,9,10
DonBosko46,Lykogiannis,D,Bologna,2,2
DonBosko46,Mancini,D,Roma,11,10
DonBosko46,Oyegoke,D,Verona,2,1
DonBosko46,Tiago Gabriel,D,Lecce,1,9
DonBosko46,Vojvoda,D,Como,12,12
DonBosko46,Martinez Jo.,P,Inter,2,1
DonBosko46,Perin,P,Juventus,1,3
DonBosko46,Sommer,P,Inter,16,14
Due Amici al Var,David,A,Juventus,13,13
Due Amici al Var,Kean,A,Fiorentina,22,18
Due Amici al Var,Malen,A,Roma,14,15
Due Amici al Var,Martinez L.,A,Inter,36,34
Due Amici al Var,Pavoletti,A,Cagliari,1,1
Due Amici al Var,Diouf,C,Inter,1,2
Due Amici al Var,Gineitis,C,Torino,4,4
Due Amici al Var,Maldini,C,Atalanta,3,3
Due Amici al Var,McTominay,C,Napoli,24,25
Due Amici al Var,Orsolini,C,Bologna,30,24
Due Amici al Var,Paz N.,C,Como,21,30
Due Amici al Var,Prati,C,Cagliari,3,6
Due Amici al Var,Zaniolo,C,Udinese,20,20
Due Amici al Var,Dodò,D,Fiorentina,11,6
Due Amici al Var,Joao Mario,D,Juventus,1,2
Due Amici al Var,Lazaro,D,Torino,7,7
Due Amici al Var,Lazzari,D,Lazio,4,4
Due Amici al Var,Tiago Gabriel,D,Lecce,1,9
Due Amici al Var,Tomori,D,Milan,8,7
Due Amici al Var,Wesley,D,Roma,14,16
Due Amici al Var,Di Gregorio,P,Juventus,16,16
Due Amici al Var,Perin,P,Juventus,1,3
Due Amici al Var,Sava,P,Udinese,4,1
EquipoA,Berardi,A,Sassuolo,24,21
EquipoA,Malen,A,Roma,14,15
EquipoA,Martinez L.,A,Inter,34,34
EquipoA,Rodriguez Je.,A,Como,6,12
EquipoA,Yildiz,A,Juventus,30,30
EquipoA,Ilkhan,C,Torino,1,2
EquipoA,Maldini,C,Atalanta,3,3
EquipoA,Ndour,C,Fiorentina,2,6
EquipoA,Orsolini,C,Bologna,30,24
EquipoA,Paz N.,C,Como,21,30
EquipoA,Pulisic,C,Milan,28,31
EquipoA,Zaccagni,C,Lazio,13,14
EquipoA,Zerbin,C,Cremonese,3,6
EquipoA,Bellanova,D,Atalanta,6,6
EquipoA,Dumfries,D,Inter,20,10
EquipoA,Palestra,D,Cagliari,4,15
EquipoA,Ramon,D,Como,5,12
EquipoA,Rrahmani,D,Napoli,7,13
EquipoA,Zappacosta,D,Atalanta,9,8
EquipoA,Zemura,D,Udinese,3,2
EquipoA,Martinez Jo.,P,Inter,1,1
EquipoA,Meret,P,Napoli,8,8
EquipoA,Milinkovic-Savic V.,P,Napoli,4,19
Evergreen,David,A,Juventus,15,13
Evergreen,Ekhator,A,Genoa,1,10
Evergreen,Lukaku,A,Napoli,15,15
Evergreen,Pavoletti,A,Cagliari,1,1
Evergreen,Zapata D.,A,Torino,6,7
Evergreen,Gudmundsson A.,C,Fiorentina,17,17
Evergreen,Harroui,C,Verona,7,2
Evergreen,Iannoni,C,Sassuolo,1,5
Evergreen,Ilkhan,C,Torino,1,2
Evergreen,Politano,C,Napoli,16,11
Evergreen,Sucic P.,C,Inter,9,11
Evergreen,Zalewski,C,Atalanta,6,15
Evergreen,Zielinski,C,Inter,22,19
Evergreen,Buongiorno,D,Napoli,13,10
Evergreen,Dimarco,D,Inter,31,29
Evergreen,Hermoso,D,Roma,10,10
Evergreen,Kossounou,D,Atalanta,9,8
Evergreen,Ostigard,D,Genoa,9,15
Evergreen,Palestra,D,Cagliari,17,15
Evergreen,Pezzella Giu.,D,Cremonese,6,4
Evergreen,De Gea,P,Fiorentina,14,11
Evergreen,Gollini,P,Roma,1,1
Evergreen,Lezzerini,P,Fiorentina,1,1
F.C Pennic Hellas,David,A,Juventus,15,13
F.C Pennic Hellas,Esposito F.P.,A,Inter,7,18
F.C Pennic Hellas,Giovane,A,Napoli,3,17
F.C Pennic Hellas,Hojlund,A,Napoli,24,25
F.C Pennic Hellas,Martinez L.,A,Inter,34,34
F.C Pennic Hellas,Adopo,C,Cagliari,5,6
F.C Pennic Hellas,Atta,C,Udinese,6,16
F.C Pennic Hellas,Basic,C,Lazio,1,14
F.C Pennic Hellas,Ederson D.S.,C,Atalanta,11,10
F.C Pennic Hellas,Venturino,C,Roma,2,1
F.C Pennic Hellas,Vlasic,C,Torino,14,18
F.C Pennic Hellas,Zaccagni,C,Lazio,26,14
F.C Pennic Hellas,Zaniolo,C,Udinese,20,20
F.C Pennic Hellas,Dimarco,D,Inter,27,29
F.C Pennic Hellas,Dodò,D,Fiorentina,11,6
F.C Pennic Hellas,Muharemovic,D,Sassuolo,4,7
F.C Pennic Hellas,Ndaba,D,Lecce,1,3
F.C Pennic Hellas,Norton-Cuffy,D,Genoa,3,7
F.C Pennic Hellas,Tiago Gabriel,D,Lecce,1,9
F.C Pennic Hellas,Valle,D,Como,6,8
F.C Pennic Hellas,Caprile,P,Cagliari,7,12
F.C Pennic Hellas,Milinkovic-Savic V.,P,Napoli,4,19
F.C Pennic Hellas,Sherri,P,Cagliari,1,1
FC Buttarighe,Boga,A,Juv,6,6
FC Buttarighe,Esposito F.P.,A,Inter,7,18
FC Buttarighe,Malen,A,Roma,14,15
FC Buttarighe,Martinez L.,A,Inter,36,34
FC Buttarighe,Rodriguez Je.,A,Como,6,12
FC Buttarighe,El Shaarawy,C,Roma,8,8
FC Buttarighe,Hojholt,C,Pisa,1,2
FC Buttarighe,McTominay,C,Napoli,26,25
FC Buttarighe,Modric,C,Milan,12,19
FC Buttarighe,Paz N.,C,Como,20,30
FC Buttarighe,Pulisic,C,Milan,28,31
FC Buttarighe,Zalewski,C,Atalanta,6,15
FC Buttarighe,Zielinski,C,Inter,22,19
FC Buttarighe,Coppola F.,D,Pisa,1,2
FC Buttarighe,Delprato,D,Parma,8,9
FC Buttarighe,Dodò,D,Fiorentina,12,6
FC Buttarighe,Kalulu,D,Juventus,13,12
FC Buttarighe,Mina,D,Cagliari,7,8
FC Buttarighe,Norton-Cuffy,D,Genoa,6,7
FC Buttarighe,Van Der Brempt,D,Como,4,3
FC Buttarighe,De Gea,P,Fiorentina,14,11
FC Buttarighe,Lezzerini,P,Fiorentina,1,1
FC Buttarighe,Terracciano,P,Milan,1,1
FC Galli,Hojlund,A,Napoli,24,25
FC Galli,Leao,A,Milan,22,30
FC Galli,Martinez L.,A,Inter,34,34
FC Galli,Moro L.,A,Sassuolo,1,1
FC Galli,Pedro,A,Lazio,9,7
FC Galli,Akpa Akpro,C,Verona,1,2
FC Galli,Basic,C,Lazio,1,14
FC Galli,Folorunsho,C,Cagliari,9,8
FC Galli,Malinovskyi,C,Genoa,7,12
FC Galli,Pasalic,C,Atalanta,11,13
FC Galli,Pulisic,C,Milan,28,31
FC Galli,Zarraga,C,Udinese,3,2
FC Galli,Zielinski,C,Inter,22,19
FC Galli,Akanji,D,Inter,11,11
FC Galli,Bellanova,D,Atalanta,6,6
FC Galli,Doig,D,Sassuolo,4,6
FC Galli,Juan Jesus,D,Napoli,4,4
FC Galli,Kalulu,D,Juventus,9,12
FC Galli,Kristensen T.,D,Udinese,5,7
FC Galli,Lazzari,D,Lazio,3,4
FC Galli,Gollini,P,Roma,1,1
FC Galli,Scuffet,P,Pisa,3,4
FC Galli,Svilar,P,Roma,15,19
FC Plasmon,Albarracin,A,Cag,1,1
FC Plasmon,David,A,Juventus,15,13
FC Plasmon,Kean,A,Fiorentina,31,18
FC Plasmon,Malen,A,Roma,14,15
FC Plasmon,Martinez L.,A,Inter,36,34
FC Plasmon,Akpa Akpro,C,Verona,1,2
FC Plasmon,Maldini,C,Atalanta,3,3
FC Plasmon,Malinovskyi,C,Genoa,7,12
FC Plasmon,Ndour,C,Fiorentina,2,6
FC Plasmon,Paz N.,C,Como,20,30
FC Plasmon,Pulisic,C,Milan,28,31
FC Plasmon,Venturino,C,Roma,2,1
FC Plasmon,Zerbin,C,Cremonese,3,6
FC Plasmon,Angelino,D,Roma,8,7
FC Plasmon,Cambiaso,D,Juventus,15,10
FC Plasmon,Dimarco,D,Inter,31,29
FC Plasmon,Dodò,D,Fiorentina,11,6
FC Plasmon,Martin,D,Genoa,10,14
FC Plasmon,Miranda J.,D,Bologna,9,11
FC Plasmon,Tiago Gabriel,D,Lecce,1,9
FC Plasmon,Motta,P,Laz,1,1
FC Plasmon,Perin,P,Juventus,1,3
FC Plasmon,Provedel,P,Lazio,12,17
FC Spiaze,De Ketelaere,A,Atalanta,22,17
FC Spiaze,Hojlund,A,Napoli,24,25
FC Spiaze,Martinez L.,A,Inter,34,34
FC Spiaze,Pavoletti,A,Cagliari,1,1
FC Spiaze,Rodriguez Je.,A,Como,6,12
FC Spiaze,Bernede,C,Verona,9,9
FC Spiaze,Diouf,C,Inter,1,2
FC Spiaze,Iannoni,C,Sassuolo,1,5
FC Spiaze,Leris,C,Pisa,2,12
FC Spiaze,Paz N.,C,Como,20,30
FC Spiaze,Pulisic,C,Milan,28,31
FC Spiaze,Ricci S.,C,Milan,10,13
FC Spiaze,Vergara,C,Napoli,6,2
FC Spiaze,Beukema,D,Napoli,10,7
FC Spiaze,Dimarco,D,Inter,19,29
FC Spiaze,Joao Mario,D,Juventus,1,2
FC Spiaze,Norton-Cuffy,D,Genoa,7,7
FC Spiaze,Palestra,D,Cagliari,17,15
FC Spiaze,Pellegrini Lu.,D,Lazio,6,5
FC Spiaze,Tiago Gabriel,D,Lecce,1,9
FC Spiaze,Di Gregorio,P,Juventus,16,16
FC Spiaze,Perin,P,Juventus,1,3
FC Spiaze,Siegrist,P,Genoa,1,1
Fc Cortomuso,Kean,A,Fiorentina,17,18
Fc Cortomuso,Kulenovic,A,Tor,5,5
Fc Cortomuso,Leao,A,Milan,22,30
Fc Cortomuso,Malen,A,Roma,14,15
Fc Cortomuso,Martinez L.,A,Inter,27,34
Fc Cortomuso,Ilkhan,C,Torino,1,2
Fc Cortomuso,Maldini,C,Atalanta,3,3
Fc Cortomuso,Malinovskyi,C,Genoa,7,12
Fc Cortomuso,McTominay,C,Napoli,24,25
Fc Cortomuso,Orsolini,C,Bologna,30,24
Fc Cortomuso,Paz N.,C,Como,20,30
Fc Cortomuso,Pulisic,C,Milan,28,31
Fc Cortomuso,Venturino,C,Roma,3,1
Fc Cortomuso,Ahanor,D,Atalanta,5,5
Fc Cortomuso,Bellanova,D,Atalanta,10,6
Fc Cortomuso,Dodò,D,Fiorentina,11,6
Fc Cortomuso,Martin,D,Genoa,10,14
Fc Cortomuso,Palestra,D,Cagliari,17,15
Fc Cortomuso,Pavlovic,D,Milan,7,15
Fc Cortomuso,Tiago Gabriel,D,Lecce,1,9
