Team,Giocatore,Ruolo,Squadra,PrezzoAcquisto,PrezzoAttuale
Fc nipiri,Solet,D,Udi,11,11
Fc nipiri,Meret,P,Nap,16,16
Fc nipiri,Milinkovic-Savic V.,P,Nap,4,4
Fc nipiri,Satalino,P,Sas,1,1
Giubbentus,David,A,Juv,15,15
Giubbentus,Martinez L.,A,Int,34,34
Giubbentus,Scamacca,A,Ata,19,19
Giubbentus,Stulic,A,Lec,8,8
Giubbentus,Vlahovic,A,Juv,14,14
Giubbentus,Aebischer,C,Pis,4,4
Giubbentus,Akpa Akpro,C,Ver,3,3
Giubbentus,Folorunsho,C,Cag,8,8
Giubbentus,McKennie,C,Juv,16,16
Giubbentus,Prati,C,Tor,3,3
Giubbentus,Pulisic,C,Mil,28,28
Giubbentus,Zaccagni,C,Laz,26,26
Giubbentus,Zaniolo,C,Udi,20,20
Giubbentus,Bozhinov,D,Pis,1,1
Giubbentus,Canestrelli,D,Pis,3,3
Giubbentus,Norton-Cuffy,D,Gen,3,3
Giubbentus,Obert,D,Cag,4,4
Giubbentus,Smolcic I.,D,Com,3,3
Giubbentus,Tiago Gabriel,D,Lec,1,1
Giubbentus,Veiga D.,D,Lec,2,2
Giubbentus,Maignan,P,Mil,16,16
Giubbentus,Milinkovic-Savic V.,P,Nap,4,4
Giubbentus,Terracciano,P,Mil,1,1
HeineKean,Cheddira,A,Lec,4,4
HeineKean,David,A,Juv,27,27
HeineKean,Hojlund,A,Nap,24,24
HeineKean,Morata,A,Com,3,3
HeineKean,Thuram,A,Int,31,31
HeineKean,Conceicao,C,Juv,18,18
HeineKean,Fagioli,C,Fio,8,8
HeineKean,Gudmundsson A.,C,Fio,24,24
HeineKean,Loftus-Cheek,C,Mil,8,8
HeineKean,Marchwinski,C,Lec,1,1
HeineKean,McTominay,C,Nap,24,24
HeineKean,Prati,C,Tor,3,3
HeineKean,Vergara,C,Nap,6,6
HeineKean,Angori,D,Pis,5,5
HeineKean,Bellanova,D,Ata,13,13
HeineKean,Cambiaso,D,Juv,15,15
HeineKean,Floriani Mussolini,D,Cre,4,4
HeineKean,Obert,D,Cag,6,6
HeineKean,Ramon,D,Com,4,4
HeineKean,Tiago Gabriel,D,Lec,1,1
HeineKean,Gollini,P,Rom,1,1
HeineKean,Svilar,P,Rom,15,15
HeineKean,Vasquez D. *,P,Rom,1,1
Hellas merdona,Gueye,A,Udi,2,2
Hellas merdona,Kilicsoy,A,Cag,16,16
Hellas merdona,Leao,A,Mil,26,26
Hellas merdona,Malen,A,Rom,14,14
Hellas merdona,Martinez L.,A,Int,34,34
Hellas merdona,Adopo,C,Cag,5,5
Hellas merdona,Akpa Akpro,C,Ver,1,1
Hellas merdona,Bondo,C,Cre,3,3
Hellas merdona,Elmas,C,Nap,8,8
Hellas merdona,Ilkhan,C,Tor,1,1
Hellas merdona,Malinovskyi,C,Gen,15,15
Hellas merdona,Paz N.,C,Com,28,28
Hellas merdona,Pulisic,C,Mil,28,28
Hellas merdona,Dumfries,D,Int,20,20
Hellas merdona,Lazaro,D,Tor,7,7
Hellas merdona,Mancini,D,Rom,11,11
Hellas merdona,Marusic,D,Laz,8,8
Hellas merdona,Norton-Cuffy,D,Gen,3,3
Hellas merdona,Terracciano F.,D,Cre,2,2
Hellas merdona,Tiago Gabriel,D,Lec,1,1
Hellas merdona,Christensen O.,P,Fio,1,1
Hellas merdona,De Gea,P,Fio,14,14
Hellas merdona,Lezzerini,P,Fio,1,1
I COMPARI,Leao,A,Mil,26,26
I COMPARI,Malen,A,Rom,14,14
I COMPARI,Martinez L.,A,Int,27,27
I COMPARI,Pavoletti,A,Cag,2,2
I COMPARI,Soulè,A,Rom,20,20
I COMPARI,Adzic,C,Juv,1,1
I COMPARI,Akpa Akpro,C,Ver,1,1
I COMPARI,Baturina,C,Com,17,17
I COMPARI,McTominay,C,Nap,26,26
I COMPARI,Paz N.,C,Com,20,20
I COMPARI,Pulisic,C,Mil,28,28
I COMPARI,Vergara,C,Nap,6,6
I COMPARI,Zaragoza,C,Rom,7,7
I COMPARI,Bellanova,D,Ata,13,13
I COMPARI,Dodò,D,Fio,8,8
I COMPARI,Martin,D,Gen,10,10
I COMPARI,Solet,D,Udi,12,12
I COMPARI,Terracciano F.,D,Cre,2,2
I COMPARI,Tiago Gabriel,D,Lec,2,2
I COMPARI,Valeri,D,Par,10,10
I COMPARI,Caprile,P,Cag,7,7
I COMPARI,Ciocci,P,Cag,1,1
I COMPARI,Scuffet,P,Pis,2,2
I Cigni,Almqvist,A,Par,4,4
I Cigni,Berardi,A,Sas,21,21
I Cigni,Malen,A,Rom,14,14
I Cigni,Martinez L.,A,Int,34,34
I Cigni,Zapata D.,A,Tor,6,6
I Cigni,Baturina,C,Com,17,17
I Cigni,Folorunsho,C,Cag,9,9
I Cigni,Isaksen,C,Laz,13,13
I Cigni,Ndour,C,Fio,2,2
I Cigni,Politano,C,Nap,13,13
I Cigni,Rowe,C,Bol,8,8
I Cigni,Tramoni M.,C,Pis,12,12
I Cigni,Vergara,C,Nap,6,6
I Cigni,Dodò,D,Fio,11,11
I Cigni,Doig,D,Sas,6,6
I Cigni,Hermoso,D,Rom,4,4
I Cigni,Lykogiannis,D,Bol,2,2
I Cigni,Norton-Cuffy,D,Gen,7,7
I Cigni,Valeri,D,Par,10,10
I Cigni,Valle,D,Com,6,6
I Cigni,Martinez Jo.,P,Int,2,2
I Cigni,Sommer,P,Int,16,16
I Cigni,Sportiello,P,Ata,1,1
ISGOPPAISI2,Bonny,A,Int,5,5
ISGOPPAISI2,David,A,Juv,13,13
ISGOPPAISI2,Kean,A,Fio,17,17
ISGOPPAISI2,Scamacca,A,Ata,16,16
ISGOPPAISI2,Soulè,A,Rom,20,20
ISGOPPAISI2,Adopo,C,Cag,5,5
ISGOPPAISI2,Akpa Akpro,C,Ver,1,1
ISGOPPAISI2,Boloca,C,Sas,6,6
ISGOPPAISI2,Calhanoglu,C,Int,30,30
ISGOPPAISI2,Gudmundsson A.,C,Fio,17,17
ISGOPPAISI2,Maldini,C,Laz,3,3
ISGOPPAISI2,McTominay,C,Nap,24,24
ISGOPPAISI2,Paz N.,C,Com,20,20
ISGOPPAISI2,Dodò,D,Fio,11,11
ISGOPPAISI2,Joao Mario,D,Bol,8,8
ISGOPPAISI2,Kalulu,D,Juv,13,13
ISGOPPAISI2,Lucumì,D,Bol,9,9
ISGOPPAISI2,Rrahmani,D,Nap,12,12
ISGOPPAISI2,Tiago Gabriel,D,Lec,2,2
ISGOPPAISI2,Vojvoda,D,Com,6,6
ISGOPPAISI2,Milinkovic-Savic V.,P,Nap,4,4
ISGOPPAISI2,Svilar,P,Rom,15,15
ISGOPPAISI2,Vasquez D. *,P,Rom,1,1
Imperatori del culo,David,A,Juv,15,15
Imperatori del culo,Kean,A,Fio,22,22
Imperatori del culo,Malen,A,Rom,14,14
Imperatori del culo,Martinez L.,A,Int,27,27
Imperatori del culo,Morata,A,Com,3,3
Imperatori del culo,Adopo,C,Cag,5,5
Imperatori del culo,Akpa Akpro,C,Ver,1,1
Imperatori del culo,Gudmundsson A.,C,Fio,17,17
Imperatori del culo,Marchwinski,C,Lec,1,1
Imperatori del culo,Orsolini,C,Bol,22,22
Imperatori del culo,Pulisic,C,Mil,28,28
Imperatori del culo,Tramoni M.,C,Pis,12,12
Imperatori del culo,Vergara,C,Nap,6,6
Imperatori del culo,Bastoni,D,Int,17,17
Imperatori del culo,Bellanova,D,Ata,13,13
Imperatori del culo,Cambiaso,D,Juv,15,15
Imperatori del culo,Dossena,D,Cag,1,1
Imperatori del culo,Ostigard,D,Gen,5,5
Imperatori del culo,Tiago Gabriel,D,Lec,1,1
Imperatori del culo,Vitik,D,Bol,8,8
Imperatori del culo,Maignan,P,Mil,16,16
Imperatori del culo,Ravaglia F.,P,Bol,3,3
Imperatori del culo,Terracciano,P,Mil,1,1
Ipa Bali,Berardi,A,Sas,21,21
Ipa Bali,Malen,A,Rom,14,14
Ipa Bali,Martinez L.,A,Int,36,36
Ipa Bali,Meister,A,Pis,2,2
Ipa Bali,Pavoletti,A,Cag,1,1
Ipa Bali,Frattesi,C,Int,4,4
Ipa Bali,Maldini,C,Laz,4,4
Ipa Bali,Malinovskyi,C,Gen,15,15
Ipa Bali,McTominay,C,Nap,26,26
Ipa Bali,Paz N.,C,Com,21,21
Ipa Bali,Pulisic,C,Mil,28,28
Ipa Bali,Vergara,C,Nap,2,2
Ipa Bali,Zaragoza,C,Rom,7,7
Ipa Bali,Bianchetti,D,Cre,3,3
Ipa Bali,Doig,D,Sas,6,6
Ipa Bali,Gallo,D,Lec,5,5
Ipa Bali,Luperto,D,Cre,7,7
Ipa Bali,Martin,D,Gen,10,10
Ipa Bali,Ostigard,D,Gen,5,5
Ipa Bali,Ramon,D,Com,6,6
Ipa Bali,Maignan,P,Mil,16,16
Ipa Bali,Sava,P,Udi,4,4
Ipa Bali,Terracciano,P,Mil,1,1
KARABE 1975,Colombo,A,Gen,6,6
KARABE 1975,Esposito Se.,A,Cag,7,7
KARABE 1975,Hojlund,A,Nap,24,24
KARABE 1975,Kean,A,Fio,31,31
KARABE 1975,Scamacca,A,Ata,23,23
KARABE 1975,Baturina,C,Com,17,17
KARABE 1975,Ederson D.S.,C,Ata,11,11
KARABE 1975,Gineitis,C,Tor,5,5
KARABE 1975,Gudmundsson A.,C,Fio,17,17
KARABE 1975,Karlstrom,C,Udi,6,6
KARABE 1975,Ndour,C,Fio,2,2
KARABE 1975,Thorstvedt,C,Sas,12,12
KARABE 1975,Zielinski,C,Int,22,22
KARABE 1975,Canestrelli,D,Pis,3,3
KARABE 1975,Idrissi R.,D,Cag,3,3
KARABE 1975,Marusic,D,Laz,8,8
KARABE 1975,Pavlovic,D,Mil,7,7
KARABE 1975,Tiago Gabriel,D,Lec,1,1
KARABE 1975,Valeri,D,Par,10,10
KARABE 1975,Zappacosta,D,Ata,9,9
KARABE 1975,Pessina Mas.,P,Bol,1,1
KARABE 1975,Ravaglia F.,P,Bol,3,3
KARABE 1975,Skorupski,P,Bol,10,10
Kung-Fu Pandev,Bowie,A,Ver,6,6
Kung-Fu Pandev,David,A,Juv,15,15
Kung-Fu Pandev,Hojlund,A,Nap,21,21
Kung-Fu Pandev,Kean,A,Fio,31,31
Kung-Fu Pandev,Soulè,A,Rom,20,20
Kung-Fu Pandev,Conceicao,C,Juv,18,18
Kung-Fu Pandev,Maldini,C,Laz,3,3
Kung-Fu Pandev,Marchwinski,C,Lec,1,1
Kung-Fu Pandev,McKennie,C,Juv,6,6
Kung-Fu Pandev,Paz N.,C,Com,20,20
Kung-Fu Pandev,Politano,C,Nap,16,16
Kung-Fu Pandev,Vlasic,C,Tor,14,14
Kung-Fu Pandev,Zaragoza,C,Rom,7,7
Kung-Fu Pandev,Bozhinov,D,Pis,1,1
Kung-Fu Pandev,Doig,D,Sas,6,6
Kung-Fu Pandev,Norton-Cuffy,D,Gen,7,7
Kung-Fu Pandev,Pezzella Giu.,D,Cre,5,5
Kung-Fu Pandev,Tiago Gabriel,D,Lec,1,1
Kung-Fu Pandev,Veiga D.,D,Lec,1,1
Kung-Fu Pandev,Wesley,D,Rom,15,15
Kung-Fu Pandev,Di Gennaro,P,Int,1,1
Kung-Fu Pandev,Martinez Jo.,P,Int,2,2
Kung-Fu Pandev,Sommer,P,Int,16,16
LE 4 M,Hojlund,A,Nap,24,24
LE 4 M,Kean,A,Fio,31,31
LE 4 M,Martinez L.,A,Int,34,34
LE 4 M,Morata,A,Com,3,3
LE 4 M,Okereke,A,Cre,1,1
LE 4 M,Marchwinski,C,Lec,1,1
LE 4 M,McKennie,C,Juv,16,16
LE 4 M,Ndour,C,Fio,2,2
LE 4 M,Paz N.,C,Com,27,27
LE 4 M,Prati,C,Tor,3,3
LE 4 M,Pulisic,C,Mil,28,28
LE 4 M,Zaniolo,C,Udi,15,15
LE 4 M,Zielinski,C,Int,22,22
LE 4 M,Delprato,D,Par,8,8
LE 4 M,Dossena,D,Cag,1,1
LE 4 M,Dumfries,D,Int,20,20
LE 4 M,Joao Mario,D,Bol,1,1
LE 4 M,Martin,D,Gen,10,10
LE 4 M,Palestra,D,Cag,17,17
LE 4 M,Solet,D,Udi,11,11
LE 4 M,Di Gregorio,P,Juv,16,16
LE 4 M,Perin,P,Juv,1,1
LE 4 M,Sportiello,P,Ata,1,1
LEONE,Berardi,A,Sas,24,24
LEONE,Davis K.,A,Udi,12,12
LEONE,Kilicsoy,A,Cag,6,6
LEONE,Piccoli,A,Fio,17,17
LEONE,Simeone,A,Tor,11,11
LEONE,Adopo,C,Cag,6,6
LEONE,Aebischer,C,Pis,4,4
LEONE,Atta,C,Udi,6,6
LEONE,Ederson D.S.,C,Ata,9,9
LEONE,Paz N.,C,Com,28,28
LEONE,Saelemaekers,C,Mil,12,12
LEONE,Stanciu *,C,Gen,8,8
LEONE,Tramoni M.,C,Pis,12,12
LEONE,Bisseck,D,Int,5,5
LEONE,Bremer,D,Juv,13,13
LEONE,Cambiaso,D,Juv,15,15
LEONE,Dodò,D,Fio,11,11
LEONE,Kempf,D,Com,6,6
LEONE,Pavlovic,D,Mil,7,7
LEONE,Wesley,D,Rom,14,14
LEONE,Contini,P,Nap,1,1
LEONE,Meret,P,Nap,16,16
LEONE,Milinkovic-Savic V.,P,Nap,4,4
Leonte FC,Cancellieri,A,Laz,3,3
Leonte FC,Leao,A,Mil,26,26
Leonte FC,Martinez L.,A,Int,36,36
Leonte FC,Soulè,A,Rom,20,20
Leonte FC,Stulic,A,Lec,8,8
Leonte FC,Basic,C,Laz,1,1
Leonte FC,Estevez,C,Par,2,2
Leonte FC,Hojholt,C,Pis,1,1
Leonte FC,McTominay,C,Nap,26,26
Leonte FC,Ndour,C,Fio,2,2
Leonte FC,Pulisic,C,Mil,28,28
Leonte FC,Vergara,C,Nap,6,6
Leonte FC,Vranckx,C,Sas,2,2
Leonte FC,Bastoni,D,Int,16,16
Leonte FC,Bremer,D,Juv,17,17
Leonte FC,Canestrelli,D,Pis,3,3
Leonte FC,Coulibaly W.,D,Sas,1,1
Leonte FC,Djimsiti,D,Ata,6,6
Leonte FC,Dodò,D,Fio,11,11
Leonte FC,Pavlovic,D,Mil,12,12
Leonte FC,Di Gregorio,P,Juv,16,16
Leonte FC,Nava,P,Cre,1,1
Leonte FC,Perin,P,Juv,1,1
Lions,Cancellieri,A,Laz,3,3
Lions,Douvikas,A,Com,24,24
Lions,Moro L.,A,Sas,1,1
Lions,Okereke,A,Cre,1,1
Lions,Thuram,A,Int,31,31
Lions,Hojholt,C,Pis,1,1
Lions,Loftus-Cheek,C,Mil,14,14
Lions,McTominay,C,Nap,26,26
Lions,Ndour,C,Fio,2,2
Lions,Pasalic,C,Ata,12,12
Lions,Paz N.,C,Com,21,21
Lions,Prati,C,Tor,3,3
Lions,Pulisic,C,Mil,28,28
Lions,Bellanova,D,Ata,13,13
Lions,Cambiaso,D,Juv,15,15
Lions,Gosens,D,Fio,10,10
Lions,Kristensen T.,D,Udi,7,7
Lions,Provstgaard,D,Laz,3,3
Lions,Tiago Gabriel,D,Lec,1,1
Lions,Van Der Brempt,D,Com,2,2
Lions,Di Gregorio,P,Juv,16,16
Lions,Perin,P,Juv,1,1
Lions,Sportiello,P,Ata,1,1
Longobarda,Berardi,A,Sas,24,24
Longobarda,Dybala,A,Rom,26,26
Longobarda,Kean,A,Fio,22,22
Longobarda,Solomon,A,Fio,8,8
Longobarda,Soulè,A,Rom,20,20
Longobarda,Baldanzi,C,Gen,5,5
Longobarda,Bondo,C,Cre,3,3
Longobarda,Konè M.,C,Rom,14,14
Longobarda,Marin M.,C,Pis,4,4
Longobarda,McTominay,C,Nap,26,26
Longobarda,Miller L.,C,Udi,3,3
Longobarda,Paz N.,C,Com,20,20
Longobarda,Vergara,C,Nap,6,6
Longobarda,Akanji,D,Int,10,10
Longobarda,Cambiaso,D,Juv,15,15
Longobarda,Dodò,D,Fio,11,11
Longobarda,Nelsson,D,Ver,4,4
Longobarda,Pezzella Giu.,D,Cre,5,5
Longobarda,Vasquez,D,Gen,10,10
Longobarda,Zemura,D,Udi,3,3
Longobarda,Maignan,P,Mil,16,16
Longobarda,Perin,P,Juv,1,1
Longobarda,Terracciano,P,Mil,1,1
LosPollosHermanos,Boga,A,Juv,6,6
LosPollosHermanos,Malen,A,Rom,14,14
LosPollosHermanos,Meister,A,Pis,3,3
LosPollosHermanos,Pinamonti,A,Sas,17,17
LosPollosHermanos,Raspadori,A,Ata,15,15
LosPollosHermanos,Atta,C,Udi,8,8
LosPollosHermanos,Bernardeschi,C,Bol,9,9
LosPollosHermanos,Ekkelenkamp,C,Udi,10,10
LosPollosHermanos,El Shaarawy,C,Rom,8,8
LosPollosHermanos,McKennie,C,Juv,6,6
LosPollosHermanos,McTominay,C,Nap,24,24
LosPollosHermanos,Orsolini,C,Bol,31,31
LosPollosHermanos,Zielinski,C,Int,22,22
LosPollosHermanos,Bellanova,D,Ata,13,13
LosPollosHermanos,Delprato,D,Par,8,8
LosPollosHermanos,Dimarco,D,Int,31,31
LosPollosHermanos,Dumfries,D,Int,10,10
LosPollosHermanos,Joao Mario,D,Bol,8,8
LosPollosHermanos,Lazaro,D,Tor,7,7
LosPollosHermanos,Smolcic I.,D,Com,2,2
LosPollosHermanos,Maignan,P,Mil,16,16
LosPollosHermanos,Terracciano,P,Mil,1,1
LosPollosHermanos,Torriani,P,Mil,1,1
Lunarossa,Aboukhlal,A,Tor,4,4
Lunarossa,Hojlund,A,Nap,24,24
Lunarossa,Martinez L.,A,Int,27,27
Lunarossa,Milik,A,Juv,1,1
Lunarossa,Yildiz,A,Juv,30,30
Lunarossa,Baturina,C,Com,17,17
Lunarossa,Elmas,C,Nap,11,11
Lunarossa,Ilkhan,C,Tor,1,1
Lunarossa,McTominay,C,Nap,26,26
Lunarossa,Paz N.,C,Com,28,28
Lunarossa,Pulisic,C,Mil,28,28
Lunarossa,Strefezza,C,Par,10,10
Lunarossa,Zerbin,C,Cre,3,3
Lunarossa,Bartesaghi,D,Mil,13,13
Lunarossa,Dossena,D,Cag,1,1
Lunarossa,Lazaro,D,Tor,7,7
Lunarossa,Mina,D,Cag,7,7
Lunarossa,Tavares N.,D,Laz,12,12
Lunarossa,Tiago Gabriel,D,Lec,1,1
Lunarossa,Wesley,D,Rom,14,14
Lunarossa,Martinez Jo.,P,Int,2,2
Lunarossa,Sommer,P,Int,16,16
Lunarossa,Sportiello,P,Ata,1,1
MARCIO TEAM,Berardi,A,Sas,24,24
MARCIO TEAM,Malen,A,Rom,14,14
MARCIO TEAM,Martinez L.,A,Int,34,34
MARCIO TEAM,Moro L.,A,Sas,1,1
MARCIO TEAM,Solomon,A,Fio,8,8
MARCIO TEAM,El Shaarawy,C,Rom,8,8
MARCIO TEAM,Ilkhan,C,Tor,1,1
MARCIO TEAM,Maldini,C,Laz,3,3
MARCIO TEAM,McTominay,C,Nap,24,24
MARCIO TEAM,Ndour,C,Fio,2,2
MARCIO TEAM,Orsolini,C,Bol,22,22
MARCIO TEAM,Paz N.,C,Com,21,21
MARCIO TEAM,Pulisic,C,Mil,28,28
MARCIO TEAM,Casale,D,Bol,2,2
MARCIO TEAM,Gosens,D,Fio,10,10
MARCIO TEAM,Hermoso,D,Rom,4,4
MARCIO TEAM,Muharemovic,D,Sas,8,8
MARCIO TEAM,Norton-Cuffy,D,Gen,3,3
MARCIO TEAM,Obert,D,Cag,4,4
MARCIO TEAM,Palestra,D,Cag,4,4
MARCIO TEAM,Di Gregorio,P,Juv,16,16
MARCIO TEAM,Mandas *,P,Laz,3,3
MARCIO TEAM,Perin,P,Juv,1,1
Malmö FF,Berardi,A,Sas,21,21
Malmö FF,Bonny,A,Int,16,16
Malmö FF,Esposito Se.,A,Cag,7,7
Malmö FF,Martinez L.,A,Int,27,27
Malmö FF,Piccoli,A,Fio,9,9
Malmö FF,Adopo,C,Cag,7,7
Malmö FF,Coulibaly L.,C,Lec,7,7
Malmö FF,Ekkelenkamp,C,Udi,10,10
Malmö FF,El Aynaoui,C,Rom,9,9
Malmö FF,Malinovskyi,C,Gen,15,15
Malmö FF,McTominay,C,Nap,26,26
Malmö FF,Modric,C,Mil,12,12
Malmö FF,Zaragoza,C,Rom,7,7
Malmö FF,Bellanova,D,Ata,13,13
Malmö FF,Buongiorno,D,Nap,13,13
Malmö FF,Comuzzo,D,Fio,8,8
Malmö FF,De Winter,D,Mil,8,8
Malmö FF,Gila,D,Laz,9,9
Malmö FF,Terracciano F.,D,Cre,5,5
Malmö FF,Wesley,D,Rom,14,14
Malmö FF,Di Gregorio,P,Juv,16,16
Malmö FF,Perin,P,Juv,1,1
Malmö FF,Pinsoglio,P,Juv,1,1
Mapoitta,Boga,A,Juv,6,6
Mapoitta,Ekhator,A,Gen,1,1
Mapoitta,Leao,A,Mil,26,26
Mapoitta,Scamacca,A,Ata,23,23
Mapoitta,Thuram,A,Int,31,31
Mapoitta,Akpa Akpro,C,Ver,1,1
Mapoitta,Malinovskyi,C,Gen,8,8
Mapoitta,Marchwinski,C,Lec,1,1
Mapoitta,McKennie,C,Juv,16,16
Mapoitta,McTominay,C,Nap,26,26
Mapoitta,Moro N.,C,Bol,3,3
Mapoitta,Paz N.,C,Com,20,20
Mapoitta,Zaniolo,C,Udi,20,20
Mapoitta,Bellanova,D,Ata,10,10
Mapoitta,Cambiaso,D,Juv,15,15
Mapoitta,Gosens,D,Fio,18,18
Mapoitta,Tiago Gabriel,D,Lec,1,1
Mapoitta,Valeri,D,Par,10,10
Mapoitta,Vojvoda,D,Com,6,6
Mapoitta,Zappacosta,D,Ata,13,13
Mapoitta,Martinez Jo.,P,Int,1,1
Mapoitta,Semper,P,Pis,3,3
Mapoitta,Sommer,P,Int,13,13
Nastro Azzurro,David,A,Juv,15,15
Nastro Azzurro,Frigan,A,Par,1,1
Nastro Azzurro,Kean,A,Fio,33,33
Nastro Azzurro,Malen,A,Rom,14,14
Nastro Azzurro,Martinez L.,A,Int,36,36
Nastro Azzurro,Baturina,C,Com,17,17
Nastro Azzurro,McKennie,C,Juv,16,16
Nastro Azzurro,McTominay,C,Nap,26,26
Nastro Azzurro,Paz N.,C,Com,21,21
Nastro Azzurro,Prati,C,Tor,4,4
Nastro Azzurro,Pulisic,C,Mil,28,28
Nastro Azzurro,Vergara,C,Nap,6,6
Nastro Azzurro,Zerbin,C,Cre,3,3
Nastro Azzurro,Angori,D,Pis,5,5
Nastro Azzurro,Gabbia,D,Mil,7,7
Nastro Azzurro,Gosens,D,Fio,18,18
Nastro Azzurro,Obert,D,Cag,4,4
Nastro Azzurro,Pezzella Giu.,D,Cre,5,5
Nastro Azzurro,Valenti,D,Par,4,4
Nastro Azzurro,Veiga D.,D,Lec,2,2
Nastro Azzurro,Furlanetto,P,Laz,1,1
Nastro Azzurro,Svilar,P,Rom,15,15
Nastro Azzurro,Vasquez D. *,P,Rom,1,1
Non troppo cattivi,Malen,A,Rom,14,14
Non troppo cattivi,Martinez L.,A,Int,36,36
Non troppo cattivi,Morata,A,Com,3,3
Non troppo cattivi,Moro L.,A,Sas,1,1
Non troppo cattivi,Sarr A.,A,Ver,5,5
Non troppo cattivi,Diouf,C,Int,1,1
Non troppo cattivi,McTominay,C,Nap,26,26
Non troppo cattivi,Ndour,C,Fio,2,2
Non troppo cattivi,Niasse,C,Ver,3,3
Non troppo cattivi,Orsolini,C,Bol,31,31
Non troppo cattivi,Paz N.,C,Com,20,20
Non troppo cattivi,Prati,C,Tor,3,3
Non troppo cattivi,Pulisic,C,Mil,28,28
Non troppo cattivi,Bianchetti,D,Cre,3,3
Non troppo cattivi,Dimarco,D,Int,19,19
Non troppo cattivi,Martin,D,Gen,10,10
Non troppo cattivi,Muharemovic,D,Sas,8,8
Non troppo cattivi,Norton-Cuffy,D,Gen,7,7
Non troppo cattivi,Valentini N.,D,Ver,3,3
Non troppo cattivi,Zemura,D,Udi,3,3
Non troppo cattivi,Perin,P,Juv,1,1
Non troppo cattivi,Svilar,P,Rom,15,15
Non troppo cattivi,Vasquez D. *,P,Rom,1,1
OnlyFans,Berardi,A,Sas,21,21
OnlyFans,Kouamè *,A,Fio,1,1
OnlyFans,Leao,A,Mil,26,26
OnlyFans,Lukaku,A,Nap,15,15
OnlyFans,Thuram,A,Int,29,29
OnlyFans,Adopo,C,Cag,5,5
OnlyFans,Diouf,C,Int,1,1
OnlyFans,Ilkhan,C,Tor,1,1
OnlyFans,McTominay,C,Nap,26,26
OnlyFans,Pulisic,C,Mil,28,28
OnlyFans,Thuram K.,C,Juv,16,16
OnlyFans,Tourè I.,C,Pis,6,6
OnlyFans,Zaniolo,C,Udi,15,15
OnlyFans,Dodò,D,Fio,7,7
OnlyFans,Ebosse,D,Tor,4,4
OnlyFans,Gosens,D,Fio,18,18
OnlyFans,Martin,D,Gen,10,10
OnlyFans,Mina,D,Cag,7,7
OnlyFans,Palestra,D,Cag,17,17
OnlyFans,Terracciano F.,D,Cre,2,2
OnlyFans,Carnesecchi,P,Ata,14,14
OnlyFans,Rossi F.,P,Ata,1,1
OnlyFans,Sportiello,P,Ata,1,1
PEAKY BLINDERS,David,A,Juv,15,15
PEAKY BLINDERS,Hojlund,A,Nap,24,24
PEAKY BLINDERS,Martinez L.,A,Int,36,36
PEAKY BLINDERS,Moro L.,A,Sas,1,1
PEAKY BLINDERS,Pavoletti,A,Cag,1,1
PEAKY BLINDERS,Adopo,C,Cag,5,5
PEAKY BLINDERS,Maldini,C,Laz,3,3
PEAKY BLINDERS,Paz N.,C,Com,21,21
PEAKY BLINDERS,Pulisic,C,Mil,28,28
PEAKY BLINDERS,Rabiot,C,Mil,26,26
PEAKY BLINDERS,Sorensen O.,C,Par,5,5
PEAKY BLINDERS,Zaniolo,C,Udi,20,20
PEAKY BLINDERS,Zerbin,C,Cre,3,3
PEAKY BLINDERS,Barbieri,D,Cre,3,3
PEAKY BLINDERS,Bellanova,D,Ata,13,13
PEAKY BLINDERS,Dodò,D,Fio,11,11
PEAKY BLINDERS,Frese,D,Ver,3,3
PEAKY BLINDERS,Martin,D,Gen,10,10
PEAKY BLINDERS,Norton-Cuffy,D,Gen,3,3
PEAKY BLINDERS,Valeri,D,Par,10,10
PEAKY BLINDERS,Di Gregorio,P,Juv,16,16
PEAKY BLINDERS,Perin,P,Juv,1,1
PEAKY BLINDERS,Turati,P,Sas,1,1
Peaky Tunas,Leao,A,Mil,19,19
Peaky Tunas,Martinez L.,A,Int,34,34
Peaky Tunas,Meister,A,Pis,2,2
Peaky Tunas,Pavoletti,A,Cag,1,1
Peaky Tunas,Yildiz,A,Juv,30,30
Peaky Tunas,Barella,C,Int,14,14
Peaky Tunas,Konè I.,C,Sas,6,6
Peaky Tunas,Lovric,C,Ver,9,9
Peaky Tunas,Paz N.,C,Com,28,28
Peaky Tunas,Piotrowski,C,Udi,6,6
Peaky Tunas,Pulisic,C,Mil,28,28
Peaky Tunas,Tameze,C,Tor,4,4
Peaky Tunas,Zarraga,C,Udi,2,2
Peaky Tunas,Angori,D,Pis,5,5
Peaky Tunas,Bastoni,D,Int,16,16
Peaky Tunas,Di Lorenzo,D,Nap,14,14
Peaky Tunas,Hysaj,D,Laz,1,1
Peaky Tunas,Obert,D,Cag,4,4
Peaky Tunas,Terracciano F.,D,Cre,5,5
Peaky Tunas,Tiago Gabriel,D,Lec,2,2
Peaky Tunas,Di Gregorio,P,Juv,16,16
Peaky Tunas,Perin,P,Juv,1,1
Peaky Tunas,Sava,P,Udi,1,1
Pi-Ciaccio,Colombo,A,Gen,6,6
Pi-Ciaccio,David,A,Juv,15,15
Pi-Ciaccio,Douvikas,A,Com,24,24
Pi-Ciaccio,Esposito Se.,A,Cag,7,7
